t,L,x
0.0,0.0029,0.0
5.0251256281407036e-5,0.0029,0.004274424529206701
0.00010050251256281407,0.0029,0.008434271915886178
0.00015075376884422112,0.0029,0.012481591032268128
0.00020100502512562814,0.0029,0.016418461878528638
0.0002512562814070352,0.0029,0.020246859696463764
0.00030150753768844223,0.0029,0.023968970272761354
0.00035175879396984926,0.0029,0.027586513663980905
0.0004020100502512563,0.0029,0.031101613437787005
0.0004522613065326633,0.0029,0.03451623118720429
0.0005025125628140704,0.0029,0.03783195967586744
0.0005527638190954774,0.0029,0.04105057614459394
0.0006030150753768845,0.0029,0.04417437497480672
0.0006532663316582914,0.0029,0.047204606281840124
0.0007035175879396985,0.0029,0.05014314126556084
0.0007537688442211055,0.0029,0.052991583312742396
0.0008040201005025126,0.0029,0.05575197383783667
0.0008542713567839196,0.0029,0.058425634462296525
0.0009045226130653266,0.0029,0.06101413486596324
0.0009547738693467337,0.0029,0.0635191244676545
0.0010050251256281408,0.0029,0.0659419342415828
0.0010552763819095478,0.0029,0.06828457281276247
0.0011055276381909548,0.0029,0.07054818129122536
0.0011557788944723617,0.0029,0.07273426685601056
0.001206030150753769,0.0029,0.07484405066440158
0.001256281407035176,0.0029,0.07687934504143158
0.0013065326633165829,0.0029,0.07884141872202491
0.0013567839195979898,0.0029,0.08073141794336365
0.001407035175879397,0.0029,0.08255069848696002
0.001457286432160804,0.0029,0.08430052546107328
0.001507537688442211,0.0029,0.08598226740598974
0.0015577889447236182,0.0029,0.08759731016108831
0.0016080402010050252,0.0029,0.08914682258982135
0.0016582914572864321,0.0029,0.09063166437019908
0.001708542713567839,0.0029,0.09205312341686546
0.0017587939698492463,0.0029,0.09341282542072439
0.0018090452261306533,0.0029,0.09471103251692903
0.0018592964824120603,0.0029,0.09594973608894375
0.0019095477386934674,0.0029,0.09712921911056827
0.001959798994974874,0.0029,0.09825121026049825
0.0020100502512562816,0.0029,0.09931602935025773
0.0020603015075376886,0.0029,0.10032545656255061
0.0021105527638190956,0.0029,0.1012795647358137
0.0021608040201005025,0.0029,0.10218020034706514
0.0022110552763819095,0.0029,0.1030274782871858
0.0022613065326633165,0.0029,0.1038227053688759
0.0023115577889447235,0.0029,0.10456684934214656
0.0023618090452261304,0.0029,0.10526016640211822
0.002412060301507538,0.0029,0.10590420381447807
0.002462311557788945,0.0029,0.10649895157896458
0.002512562814070352,0.0029,0.10704551919647969
0.0025628140703517588,0.0029,0.10754464116806303
0.0026130653266331657,0.0029,0.10799637688950414
0.0026633165829145727,0.0029,0.10840193228763927
0.0027135678391959797,0.0029,0.1087609822439068
0.002763819095477387,0.0029,0.1090741583824327
0.002814070351758794,0.0029,0.10934155742571927
0.002864321608040201,0.0029,0.10956233703893906
0.002914572864321608,0.0029,0.10973622303134829
0.002964824120603015,0.0029,0.1098601104383936
0.003015075376884422,0.0029,0.10992815302297708
0.003065326633165829,0.0029,0.10991336622442117
0.0031155778894472364,0.0029,0.1068702703975331
0.0031658291457286433,0.0029,0.10018069818954504
0.0032160804020100503,0.0029,0.09367663520035602
0.0032663316582914573,0.0029,0.08735668986423803
0.0033165829145728643,0.0029,0.08121704157920388
0.0033668341708542712,0.0029,0.07525474650455831
0.003417085427135678,0.0029,0.06947177953344898
0.0034673366834170856,0.0029,0.0638655070385457
0.0035175879396984926,0.0029,0.05843205485814525
0.0035678391959798996,0.0029,0.053174075149408646
0.0036180904522613066,0.0029,0.048091308765796745
0.0036683417085427135,0.0029,0.04317995876157296
0.0037185929648241205,0.0029,0.038444492227914205
