t,C,x
0.0,1.0e-7,0.0
5.0251256281407036e-5,1.0e-7,0.0041334091175506335
0.00010050251256281407,1.0e-7,0.008159648594644978
0.00015075376884422112,1.0e-7,0.012080626483975522
0.00020100502512562814,1.0e-7,0.015898224115400077
0.0002512562814070352,1.0e-7,0.019614270371783895
0.00030150753768844223,1.0e-7,0.023230620024435246
0.00035175879396984926,1.0e-7,0.026748896213032145
0.0004020100502512563,1.0e-7,0.030171079596014474
0.0004522613065326633,1.0e-7,0.03349870031499462
0.0005025125628140704,1.0e-7,0.036733639555175696
0.0005527638190954774,1.0e-7,0.03987732785224398
0.0006030150753768845,1.0e-7,0.04293147994438439
0.0006532663316582914,1.0e-7,0.04589773173060152
0.0007035175879396985,1.0e-7,0.048777602075842155
0.0007537688442211055,1.0e-7,0.05157274910925736
0.0008040201005025126,1.0e-7,0.05428440656383811
0.0008542713567839196,1.0e-7,0.05691452456088647
0.0009045226130653266,1.0e-7,0.05946410355764821
0.0009547738693467337,1.0e-7,0.06193480939416021
0.0010050251256281408,1.0e-7,0.06432805555638689
0.0010552763819095478,1.0e-7,0.06664504364268564
0.0011055276381909548,1.0e-7,0.06888731395790722
0.0011557788944723617,1.0e-7,0.07105626339866161
0.001206030150753769,1.0e-7,0.07315298211260014
0.001256281407035176,1.0e-7,0.07517875940541718
0.0013065326633165829,1.0e-7,0.07713508621595261
0.0013567839195979898,1.0e-7,0.07902313355817148
0.001407035175879397,1.0e-7,0.08084398078215242
0.001457286432160804,1.0e-7,0.0825988459637183
0.001507537688442211,1.0e-7,0.08428890080633865
0.0015577889447236182,1.0e-7,0.08591526829529927
0.0016080402010050252,1.0e-7,0.087479146811575
0.0016582914572864321,1.0e-7,0.08898168259675045
0.001708542713567839,1.0e-7,0.09042393564644698
0.0017587939698492463,1.0e-7,0.09180688978284264
0.0018090452261306533,1.0e-7,0.09313146560125282
0.0018592964824120603,1.0e-7,0.09439875725842746
0.0019095477386934674,1.0e-7,0.09560996060593466
0.001959798994974874,1.0e-7,0.09676591745083715
0.0020100502512562816,1.0e-7,0.09786745133213866
0.0020603015075376886,1.0e-7,0.0989154438471494
0.0021105527638190956,1.0e-7,0.09991106569524086
0.0021608040201005025,1.0e-7,0.10085512865415865
0.0022110552763819095,1.0e-7,0.10174837078769812
0.0022613065326633165,1.0e-7,0.1025915215976025
0.0023115577889447235,1.0e-7,0.10338559187501341
0.0023618090452261304,1.0e-7,0.10413140478575278
0.002412060301507538,1.0e-7,0.1048295987489827
0.002462311557788945,1.0e-7,0.10548078810441017
0.002512562814070352,1.0e-7,0.10608571609146372
0.0025628140703517588,1.0e-7,0.106645209303309
0.0026130653266331657,1.0e-7,0.1071597695873599
0.0026633165829145727,1.0e-7,0.10762984600389207
0.0027135678391959797,1.0e-7,0.10805587927861425
