t,C,x
0.006432160804020101,7.906043210907702e-7,0.0984058344983278
0.006482412060301508,7.906043210907702e-7,0.10052056156551044
0.006532663316582915,7.906043210907702e-7,0.10263781337250984
0.0065829145728643216,7.906043210907702e-7,0.10475866352724449
0.0066331658291457285,7.906043210907702e-7,0.10688417040840442
0.0066834170854271355,7.906043210907702e-7,0.10901586648986762
0.0067336683417085425,7.906043210907702e-7,0.11115530898600498
0.0067839195979899495,7.906043210907702e-7,0.11330482287108846
0.006834170854271356,7.906043210907702e-7,0.11546689520506766
0.006884422110552763,7.906043210907702e-7,0.11764536330475997
0.006934673366834171,7.906043210907702e-7,0.11984466033247153
0.006984924623115578,7.906043210907702e-7,0.12207195074316635
0.007035175879396985,7.906043210907702e-7,0.12433651066631128
0.007085427135678392,7.906043210907702e-7,0.1266546347074762
0.007135678391959799,7.906043210907702e-7,0.12905166182418978
0.007185929648241206,7.906043210907702e-7,0.1315811029556678
0.007236180904522613,7.906043210907702e-7,0.13436532571294857
0.00728643216080402,7.906043210907702e-7,0.13784078725009666
0.007336683417085427,7.906043210907702e-7,0.14675967643910612
0.007386934673366834,7.906043210907702e-7,0.5339043081505777
0.007437185929648241,7.906043210907702e-7,0.529982129836207
0.007487437185929648,7.906043210907702e-7,0.5260038657377911
0.007537688442211055,7.906043210907702e-7,0.5219643749127345
0.007587939698492462,7.906043210907702e-7,0.5178562819675272
0.00763819095477387,7.906043210907702e-7,0.5136703562815061
0.007688442211055277,7.906043210907702e-7,0.5094000937424604
0.007738693467336684,7.906043210907702e-7,0.505031502454556
0.007788944723618091,7.906043210907702e-7,0.5005529279012157
0.007839195979899497,7.906043210907702e-7,0.49594952815149373
0.007889447236180904,7.906043210907702e-7,0.4911974436280819
0.00793969849246231,7.906043210907702e-7,0.48627737183876385
0.007989949748743718,7.906043210907702e-7,0.48115363756008833
0.008040201005025126,7.906043210907702e-7,0.4757856803373586
0.008090452261306533,7.906043210907702e-7,0.47012078536259244
0.00814070351758794,7.906043210907702e-7,0.4640722224398347
0.008190954773869347,7.906043210907702e-7,0.4575183335828492
0.008241206030150754,7.906043210907702e-7,0.45026551620547695
0.008291457286432161,7.906043210907702e-7,0.44194336396634026
0.008341708542713568,7.906043210907702e-7,0.4317010220140092
0.008391959798994975,7.906043210907702e-7,0.4163576707218909
0.008442211055276382,7.906043210907702e-7,0.004406340214655882
0.00849246231155779,7.906043210907702e-7,0.006713810674978249
0.008542713567839196,7.906043210907702e-7,0.009013675270202054
0.008592964824120603,7.906043210907702e-7,0.011306017464378273
0.00864321608040201,7.906043210907702e-7,0.013590948879898227
0.008693467336683417,7.906043210907702e-7,0.01586857122078912
0.008743718592964824,7.906043210907702e-7,0.018138983116920755
0.008793969849246231,7.906043210907702e-7,0.02040230420816731
0.008844221105527638,7.906043210907702e-7,0.02265862392627225
0.008894472361809045,7.906043210907702e-7,0.02490806956320544
0.008944723618090452,7.906043210907702e-7,0.02715073858373372
0.008994974874371859,7.906043210907702e-7,0.029386757379377158
0.009045226130653266,7.906043210907702e-7,0.03161622586445063
0.009095477386934673,7.906043210907702e-7,0.033839259338672656
0.00914572864321608,7.906043210907702e-7,0.036056004772752205
0.009195979899497487,7.906043210907702e-7,0.038266547453260066
0.009246231155778894,7.906043210907702e-7,0.04047103558953861
0.0092964824120603,7.906043210907702e-7,0.04266959279643163
0.009346733668341708,7.906043210907702e-7,0.044862350230901966
0.009396984924623115,7.906043210907702e-7,0.04704944509091609
0.009447236180904522,7.906043210907702e-7,0.04923099612040464
0.00949748743718593,7.906043210907702e-7,0.05140717157699124
0.009547738693467337,7.906043210907702e-7,0.053578095700482
0.009597989949748744,7.906043210907702e-7,0.055743948769723356
0.009648241206030151,7.906043210907702e-7,0.05790486115167228
0.009698492462311558,7.906043210907702e-7,0.06006100536598298
0.009748743718592965,7.906043210907702e-7,0.06221255622662831
0.009798994974874372,7.906043210907702e-7,0.0643596921601672
0.00984924623115578,7.906043210907702e-7,0.06650259972564308
0.009899497487437186,7.906043210907702e-7,0.06864147478070136
0.009949748743718593,7.906043210907702e-7,0.07077652255758891
0.01,7.906043210907702e-7,0.07290796645048458
0.0,8.685113737513521e-7,0.0
5.0251256281407036e-5,8.685113737513521e-7,0.0022999436270297277
0.00010050251256281407,8.685113737513521e-7,0.0046144165404328405
0.00015075376884422112,8.685113737513521e-7,0.006921176177298301
0.00020100502512562814,8.685113737513521e-7,0.009220327991265733
0.0002512562814070352,8.685113737513521e-7,0.011511976794418273
0.00030150753768844223,8.685113737513521e-7,0.013796209853846006
0.00035175879396984926,8.685113737513521e-7,0.0160731515736503
0.0004020100502512563,8.685113737513521e-7,0.018342891079906054
0.0004522613065326633,8.685113737513521e-7,0.02060553840533089
0.0005025125628140704,8.685113737513521e-7,0.022861208872973944
0.0005527638190954774,8.685113737513521e-7,0.025109996912290322
0.0006030150753768845,8.685113737513521e-7,0.027352037842935325
0.0006532663316582914,8.685113737513521e-7,0.029587422640160642
0.0007035175879396985,8.685113737513521e-7,0.03181626806973434
0.0007537688442211055,8.685113737513521e-7,0.03403869696877859
0.0008040201005025126,8.685113737513521e-7,0.036254836986024046
0.0008542713567839196,8.685113737513521e-7,0.038464802570518285
0.0009045226130653266,8.685113737513521e-7,0.040668712755812714
0.0009547738693467337,8.685113737513521e-7,0.04286670119506635
0.0010050251256281408,8.685113737513521e-7,0.045058888991574786
0.0010552763819095478,8.685113737513521e-7,0.047245430137402344
0.0011055276381909548,8.685113737513521e-7,0.049426457780015566
0.0011557788944723617,8.685113737513521e-7,0.051602100479741474
0.001206030150753769,8.685113737513521e-7,0.05377251298972772
0.001256281407035176,8.685113737513521e-7,0.055937862629752755
0.0013065326633165829,8.685113737513521e-7,0.05809829215540457
0.0013567839195979898,8.685113737513521e-7,0.06025396519860253
0.001407035175879397,8.685113737513521e-7,0.062405056490810754
0.001457286432160804,8.685113737513521e-7,0.06455174459483527
0.001507537688442211,8.685113737513521e-7,0.06669421420070501
0.0015577889447236182,8.685113737513521e-7,0.06883266833386908
0.0016080402010050252,8.685113737513521e-7,0.07096731899488573
0.0016582914572864321,8.685113737513521e-7,0.07309837961139859
0.001708542713567839,8.685113737513521e-7,0.07522607539581129
0.0017587939698492463,8.685113737513521e-7,0.07735067141698647
0.0018090452261306533,8.685113737513521e-7,0.07947242500768202
0.0018592964824120603,8.685113737513521e-7,0.08159162312319126
0.0019095477386934674,8.685113737513521e-7,0.08370857862862628
0.001959798994974874,8.685113737513521e-7,0.08582362795623871
0.0020100502512562816,8.685113737513521e-7,0.08793713581157454
0.0020603015075376886,8.685113737513521e-7,0.09004951474224929
0.0021105527638190956,8.685113737513521e-7,0.09216120634841803
0.0021608040201005025,8.685113737513521e-7,0.09427271053473622
0.0022110552763819095,8.685113737513521e-7,0.09638460515618158
0.0022613065326633165,8.685113737513521e-7,0.09849749080846584
0.0023115577889447235,8.685113737513521e-7,0.10061215333591621
0.0023618090452261304,8.685113737513521e-7,0.10272937916311282
0.002412060301507538,8.685113737513521e-7,0.10485019475780367
0.002462311557788945,8.685113737513521e-7,0.10697578216350603
0.002512562814070352,8.685113737513521e-7,0.10910746694481567
0.0025628140703517588,8.685113737513521e-7,0.11124711631436625
0.0026130653266331657,8.685113737513521e-7,0.11339671119936469
0.0026633165829145727,8.685113737513521e-7,0.11555912218741474
0.0027135678391959797,8.685113737513521e-7,0.11773790726051389
0.002763819095477387,8.685113737513521e-7,0.11993769273050758
0.002814070351758794,8.685113737513521e-7,0.122165638394975
0.002864321608040201,8.685113737513521e-7,0.12443113000000931
0.002914572864321608,8.685113737513521e-7,0.12675033184839724
0.002964824120603015,8.685113737513521e-7,0.1291497453715664
0.003015075376884422,8.685113737513521e-7,0.13168026985056028
0.003065326633165829,8.685113737513521e-7,0.13446818540726152
0.0031155778894472364,8.685113737513521e-7,0.1379349964418601
0.0031658291457286433,8.685113737513521e-7,0.14606932112741863
0.0032160804020100503,8.685113737513521e-7,0.5341684560762117
0.0032663316582914573,8.685113737513521e-7,0.5302501358506224
0.0033165829145728643,8.685113737513521e-7,0.5262763938383553
0.0033668341708542712,8.685113737513521e-7,0.5222409969130271
0.003417085427135678,8.685113737513521e-7,0.518137283976646
0.0034673366834170856,8.685113737513521e-7,0.5139585807727801
0.0035175879396984926,8.685113737513521e-7,0.5096930276441523
0.0035678391959798996,8.685113737513521e-7,0.5053324210335984
0.0036180904522613066,8.685113737513521e-7,0.500863066288469
0.0036683417085427135,8.685113737513521e-7,0.49626656532788266
0.0037185929648241205,8.685113737513521e-7,0.49152830674282366
0.0037688442211055275,8.685113737513521e-7,0.48662053922183535
0.003819095477386935,8.685113737513521e-7,0.4815122239661221
0.003869346733668342,8.685113737513521e-7,0.47616519910184196
0.003919597989949748,8.685113737513521e-7,0.4705195440182196
0.003969849246231155,8.685113737513521e-7,0.4645025256500074
0.004020100502512563,8.685113737513521e-7,0.4579916923946121
0.00407035175879397,8.685113737513521e-7,0.45079896238783174
0.004120603015075377,8.685113737513521e-7,0.44257382391366584
0.004170854271356784,8.685113737513521e-7,0.43253777133419896
0.004221105527638191,8.685113737513521e-7,0.4179351683587678
0.004271356783919598,8.685113737513521e-7,0.0041216280613714336
0.004321608040201005,8.685113737513521e-7,0.006406214017478462
0.004371859296482412,8.685113737513521e-7,0.008707059038325384
0.004422110552763819,8.685113737513521e-7,0.011000369807351069
