N,e_tauit
9.0,0.024406233304351335
10.0,0.022195703700143225
11.0,0.021984053437374803
12.0,0.02208182372849542
13.0,0.022950907149365915
14.0,0.023478908779593542
15.0,0.0234236336138991
16.0,0.023373344036589732
17.0,0.02355852276038196
18.0,0.023227252011416222
19.0,0.023523416908732456
20.0,0.02337272247960282
21.0,0.023321906648561257
22.0,0.02302872947105175
23.0,0.0229632225556025
24.0,0.02177144693056308
25.0,0.021543680559073106
26.0,0.02165426817196337
27.0,0.021654497471156914
28.0,0.02160833800952361
29.0,0.021592701248941578
30.0,0.022179602949218617
31.0,0.02268971912771725
32.0,0.022919822242343485
33.0,0.02409321818648043
34.0,0.023833060877092496
35.0,0.023796722224885443
36.0,0.02380374501480746
37.0,0.02380366884332767
38.0,0.02360846326444538
39.0,0.02368070750681852
40.0,0.02346610486994346
41.0,0.023696998437480275
42.0,0.02357133056848679
43.0,0.02365699092417107
44.0,0.024152407156516616
45.0,0.024074021785809925
46.0,0.023837089263618157
47.0,0.024079713282363767
48.0,0.024167231184054925
49.0,0.024115887695437925
50.0,0.023986897283472072
51.0,0.024004062378196186
52.0,0.02389958953827708
53.0,0.02382518928157632
54.0,0.02378069322325991
55.0,0.023678943664884607
56.0,0.023683694122433336
57.0,0.02340576957726073
58.0,0.02335009140076341
59.0,0.02330123891844276
60.0,0.023295709412492406
61.0,0.023293822296937543
62.0,0.023212052380083822
63.0,0.023217042103395334
64.0,0.023273714397374447
65.0,0.023198781028438087
66.0,0.023264795872961548
67.0,0.023540627342071234
68.0,0.02364786670230023
69.0,0.02374683066006324
70.0,0.02366311897254683
71.0,0.023646002385836883
72.0,0.023637899780935882
73.0,0.023585918420711352
74.0,0.02355746033234589
75.0,0.023365593337685567
76.0,0.023506991015629183
77.0,0.02351094034636423
78.0,0.02350639769941217
79.0,0.023455028407810767
80.0,0.023608759457454692
81.0,0.02360290044011303
82.0,0.02355033563364915
83.0,0.023432414322592115
84.0,0.023233555519668558
85.0,0.023447727273050552
86.0,0.023277505185381766
87.0,0.02326509553130301
88.0,0.02327869684314812
89.0,0.02327204870552331
90.0,0.023254112988058774
91.0,0.023177794340510836
92.0,0.022879394958286163
93.0,0.022894259610875635
94.0,0.02272646681997995
95.0,0.022733885605709558
96.0,0.022733698888209402
97.0,0.022722751485523093
98.0,0.022661554260116627
99.0,0.02251899471489803
100.0,0.02252439698653776
101.0,0.022491235636988075
102.0,0.02245327627571605
103.0,0.022466521535577877
104.0,0.02217568739326455
105.0,0.022176653424467712
106.0,0.022169443781493527
107.0,0.022169332681357186
108.0,0.022083692148914248
109.0,0.021987335031742317
110.0,0.021998157892889336
111.0,0.021989064806221703
112.0,0.021993824838525217
113.0,0.02229115563388724
114.0,0.02229120933093705
115.0,0.022239283773399312
116.0,0.022189337878066887
117.0,0.02196221912254415
118.0,0.022083829220543232
119.0,0.022035991535310804
120.0,0.021961109939264582
121.0,0.022043939097204503
122.0,0.021724200417884178
123.0,0.021716884209082507
124.0,0.021689799112683917
125.0,0.02179054404063778
126.0,0.021487078765477247
127.0,0.021457474574011103
128.0,0.021457796966876858
129.0,0.02149710514611464
130.0,0.02139974917108119
131.0,0.021395360209972028
132.0,0.021402867055538278
133.0,0.02140430901870451
134.0,0.021404382319515518
135.0,0.021381635143881063
136.0,0.021381239801612054
137.0,0.021330613657886303
138.0,0.02129258713124164
139.0,0.021417386171912866
140.0,0.021450308086953314
141.0,0.021450401368049446
142.0,0.02165064379556185
143.0,0.021649585488372838
144.0,0.0217146088880076
145.0,0.021678875458300124
146.0,0.021785007529791997
147.0,0.02178276434275278
148.0,0.02175615417113728
149.0,0.02176044526039701
150.0,0.021760848243562104
151.0,0.021737790460226416
152.0,0.021698565640578336
153.0,0.021703988061168987
154.0,0.02165128350934816
155.0,0.02168996639831922
156.0,0.02170968993873953
157.0,0.021709608703679512
158.0,0.021635661213303688
159.0,0.021631161685105628
160.0,0.021573063478042737
161.0,0.021517493362307804
162.0,0.02151412587430349
163.0,0.02145225328480727
164.0,0.021427135050936137
165.0,0.021428664523777778
166.0,0.02139179432085247
167.0,0.021388480087767593
168.0,0.021381331243896923
169.0,0.02134953020352691
170.0,0.021349462376970815
171.0,0.02142923112062943
172.0,0.0214090432395662
173.0,0.021409335276047277
174.0,0.019427436145794695
175.0,0.019366655476814133
176.0,0.01935662252620895
177.0,0.0186233974705522
178.0,0.018609718162338463
179.0,0.018605439198690062
180.0,0.01862659228422919
181.0,0.018628235205951086
182.0,0.01727223929783994
183.0,0.017277913370490738
184.0,0.01727112433304304
185.0,0.016965155742748844
186.0,0.016958177743678318
187.0,0.016980871974536956
188.0,0.01689218508363804
189.0,0.01689239867739067
190.0,0.01689645286265418
191.0,0.01689644415261675
192.0,0.01691010383054438
193.0,0.01688164035335459
194.0,0.016887342448114684
195.0,0.016886270811385634
196.0,0.015128620072616734
197.0,0.015026449448828715
198.0,0.015020141442060972
199.0,0.015068872647637127
200.0,0.015067681948793198
201.0,0.015061403315219954
202.0,0.015059986091639822
203.0,0.015055382537889702
204.0,0.015055234772340286
205.0,0.01505569837880771
206.0,0.015043848126584018
207.0,0.015044486446373921
208.0,0.015047485691038736
209.0,0.01505034701192436
210.0,0.015049827538277643
211.0,0.015053006543835326
212.0,0.015053110852300301
213.0,0.015046617492703526
214.0,0.014936794656692766
215.0,0.014996362079543493
216.0,0.014995674513002882
217.0,0.01491415133777561
218.0,0.014722707233777442
219.0,0.014727820074163445
220.0,0.014732622548530533
221.0,0.014731218982305271
222.0,0.014728676350895364
223.0,0.01461371869966766
224.0,0.014613626126869863
225.0,0.014643755792582596
226.0,0.014612711493476803
227.0,0.014599371923562735
228.0,0.014570687034023123
229.0,0.014569307234567027
230.0,0.01456979201095824
231.0,0.014533010270443554
232.0,0.014411567305239072
233.0,0.014407615961863173
234.0,0.014613083493243823
235.0,0.014139968087633637
236.0,0.014139892217996454
237.0,0.014137163063504474
238.0,0.014137092980681495
239.0,0.014138468207678605
240.0,0.01410467572228492
241.0,0.014102221325692653
242.0,0.01406745423397312
243.0,0.01406732836331345
244.0,0.014069903110744146
245.0,0.014069933102412899
246.0,0.014079983463797359
247.0,0.014081799492138154
248.0,0.014083255529927535
249.0,0.013801223551737256
250.0,0.013800539712407422
251.0,0.013775932042502523
252.0,0.013775998240030915
253.0,0.013782357249686114
254.0,0.013779745840384543
255.0,0.01375626811609268
256.0,0.013697612051851285
257.0,0.013697624967527815
258.0,0.013630535759424535
259.0,0.013631258795943055
260.0,0.013635817025508557
261.0,0.013640052501707849
262.0,0.013639938598526745
263.0,0.013639971633767265
264.0,0.01359817117481073
265.0,0.01359787646316588
266.0,0.013594852313175797
267.0,0.013594818891360464
268.0,0.013594767511471683
269.0,0.013592101691728942
270.0,0.0135919257450181
271.0,0.013600502600094946
272.0,0.013599932729605923
273.0,0.013583491893388045
274.0,0.013583355645085173
275.0,0.013583235943177334
276.0,0.0135826037281652
277.0,0.013582743217135741
278.0,0.01356713839368855
279.0,0.01356170082601493
280.0,0.013561305869902016
281.0,0.013561254600569029
282.0,0.013558358340303696
283.0,0.01355052286665404
284.0,0.013547292372643308
285.0,0.013546623209812661
286.0,0.013546561029482743
287.0,0.013546540836060276
288.0,0.013537324794982333
289.0,0.013537282309520258
290.0,0.013537406960860605
291.0,0.01353370180597824
292.0,0.013533816957609954
293.0,0.0135363914401242
294.0,0.013534611160890173
295.0,0.01353395476976936
296.0,0.013527055988127031
297.0,0.013521692578389838
298.0,0.013530652249940121
299.0,0.013530783123297153
300.0,0.013539362518412057
301.0,0.013539773050310547
302.0,0.013501078172699098
303.0,0.013497082000357246
304.0,0.01352675170642436
305.0,0.013526751905695451
306.0,0.013528218695012086
307.0,0.01352566365836897
308.0,0.013525347596390744
309.0,0.01352517895183988
310.0,0.013525580659660464
311.0,0.013524787712396881
312.0,0.013524791504315032
313.0,0.0135219899126613
314.0,0.013523100823941949
315.0,0.013537561137289997
316.0,0.013526326206367335
317.0,0.013530062434309499
318.0,0.013531001922925641
319.0,0.013450170014718672
320.0,0.013449855634010762
321.0,0.01342804302153716
322.0,0.013428847457914473
323.0,0.013428601530874811
324.0,0.013427529735909514
325.0,0.013425867076711806
326.0,0.013424955438847658
327.0,0.013419993411435854
328.0,0.013416449967583637
329.0,0.013392596623805111
330.0,0.013423023394432581
331.0,0.013423064800639954
332.0,0.013422116469085112
333.0,0.01342213217507252
334.0,0.013482854992799031
335.0,0.013482421330197135
336.0,0.013482209431827694
337.0,0.013462843469149192
338.0,0.013458721221192155
339.0,0.01346065908755645
340.0,0.01346231440601264
341.0,0.013465188223681738
342.0,0.013464749340833283
343.0,0.013400682548028772
344.0,0.013445373234247446
345.0,0.013187912679638576
346.0,0.013187775040849063
347.0,0.013187837570654573
348.0,0.013187937967251097
349.0,0.013187757604933103
350.0,0.010539768345241816
351.0,0.010362176727717958
352.0,0.010416301563172572
353.0,0.010304062465976925
354.0,0.009885695261503078
355.0,0.009887296936840862
356.0,0.009882665084333737
357.0,0.00989046177638344
358.0,0.009805152950412403
359.0,0.009780056633482642
360.0,0.00977707060851575
361.0,0.009318863034751518
362.0,0.008764846263641284
363.0,0.00876109024154151
364.0,0.007948386457392332
365.0,0.007956902277702023
366.0,0.007990337651699072
367.0,0.007935986572474353
368.0,0.007978790815570883
369.0,0.007894805727890466
370.0,0.007677539778482037
371.0,0.007664699414460727
372.0,0.007686100254030841
373.0,0.007685198257556595
374.0,0.007645796592713068
375.0,0.007655902998767342
376.0,0.0075085904984109435
377.0,0.007506906876804951
378.0,0.007509229027098958
379.0,0.00750526274059495
380.0,0.007509131216125965
381.0,0.007512932044961011
382.0,0.007397178622904961
383.0,0.007397150558726475
384.0,0.007447372385333261
385.0,0.007447771436707405
386.0,0.007407474737613129
387.0,0.00740743273167937
388.0,0.007404786252708609
389.0,0.007128690753983847
390.0,0.006753476824573594
391.0,0.006700409117037536
392.0,0.006650396200782785
393.0,0.006653718411592835
394.0,0.006647182336233089
395.0,0.006641863626034741
396.0,0.006645321741417816
397.0,0.006646290127402286
398.0,0.006640088806372712
399.0,0.006627583627760793
