N,e_tauit
3.0,0.039757867769475305
4.0,0.031600331610824414
5.0,0.18318017285593716
6.0,0.05657724783285874
7.0,0.027611749328784272
8.0,0.026961591541537912
9.0,0.036757688193052016
10.0,0.08795216449179892
11.0,0.02225933801761638
12.0,0.021763640243712717
13.0,0.018291460592988036
14.0,0.04627606300550722
15.0,0.023549120242248412
16.0,0.02184532660440879
17.0,0.03820019802366953
18.0,0.04193125252544421
19.0,0.06965810779093948
20.0,0.09226179382470928
21.0,0.04495257974187323
22.0,0.04681405294748863
23.0,0.04540263529917384
24.0,0.039682432849051576
25.0,0.009909792197538693
26.0,0.009947366693517022
27.0,0.021965328938416913
28.0,0.021905107345684804
29.0,0.0062897396500457186
30.0,0.006364873577873642
31.0,0.005320208944188765
32.0,0.007762553773604227
33.0,0.0065603176757725885
34.0,0.005979259029351545
35.0,0.003713441956612848
36.0,0.0036634270856519538
37.0,0.004161944803493674
38.0,0.004765232077731986
39.0,0.003154187009463232
40.0,0.0032695926804022116
41.0,0.003243618783135216
42.0,0.004309081254508688
43.0,0.003007752498906502
44.0,0.004921156007088296
45.0,0.0048810060640488645
46.0,0.004041082146714611
47.0,0.004024502587489216
48.0,0.004369289806329297
49.0,0.0045742481448832655
50.0,0.015553265926197607
51.0,0.015449676086474528
52.0,0.014980518014037457
53.0,0.014928034436495024
54.0,0.013715030518925404
55.0,0.013800230817493072
56.0,0.013678111355238875
57.0,0.013101504401480956
58.0,0.01305318556272521
59.0,0.012747426852826902
60.0,0.0071309650468995515
61.0,0.006935740651852454
62.0,0.006809877541680674
63.0,0.020716401089465666
64.0,0.07539942964442144
65.0,0.07773669527697404
66.0,0.07712842061997449
67.0,0.0638489629665677
68.0,0.06300697912888215
69.0,0.06307059649405132
70.0,0.06561802752243734
71.0,0.0643947062884825
72.0,0.07470723420406879
73.0,0.046547636034746105
74.0,0.01749079844571549
75.0,0.017520240229666393
76.0,0.007744438878398993
77.0,0.0058461180816368604
78.0,0.005814945918046314
79.0,0.00900111186626595
80.0,0.008979337873689213
81.0,0.008980214346554004
82.0,0.008970350223918521
83.0,0.00418809672318837
84.0,0.004176732289286487
85.0,0.0041721943187761215
86.0,0.004146176658277637
87.0,0.0039842104917716635
88.0,0.004068227296562036
89.0,0.0040681391698369216
90.0,0.004228895604524054
91.0,0.004679189174916084
92.0,0.004699516197530667
93.0,0.004738152289319143
94.0,0.0046778991298983014
95.0,0.0030692317213226396
96.0,0.0028641138793532293
97.0,0.0031658686920624708
98.0,0.003095583833527541
99.0,0.0031702977803490864
100.0,0.003170108546176574
101.0,0.003167275218620334
102.0,0.002161112121720239
103.0,0.0020832106475737935
104.0,0.0037122549820467594
105.0,0.0037153558624648383
106.0,0.003703052423560607
107.0,0.003914177840063585
108.0,0.001867271536755563
109.0,0.0018730934691521656
110.0,0.00183561369675806
111.0,0.001220881459170147
112.0,0.0012221130746844203
113.0,0.0012393826244723976
114.0,0.0011114118166412493
115.0,0.001663099569188596
116.0,0.0016551734613678845
117.0,0.0014799692595424204
118.0,0.0012410983820130388
119.0,0.0011979090955883374
120.0,0.0013648972182264208
121.0,0.001380188698992176
122.0,0.0011264458271965836
123.0,0.0011266078211096783
124.0,0.0012492101031146088
125.0,0.001113280828908498
126.0,0.001112720184635275
127.0,0.0015745061497800317
128.0,0.001572593341586598
129.0,0.0011025504544575498
130.0,0.0011004719951269411
131.0,0.0012355369237136212
132.0,0.001267054470223257
133.0,0.0010258607100888356
134.0,0.0010161444633536964
135.0,0.0009656121190229706
136.0,0.0009650905296900722
137.0,0.000887015874344517
138.0,0.0010395827262433461
139.0,0.0012159362276198385
140.0,0.0019407483230231967
141.0,0.0019401653987508672
142.0,0.0019406617352168603
143.0,0.0019391637350119396
144.0,0.0018897712635232776
145.0,0.0010228711794618213
146.0,0.001032111346783944
147.0,0.0010333722707657374
148.0,0.001033060877697803
149.0,0.0010331323152929744
150.0,0.001008044356844525
151.0,0.0009752802846214405
152.0,0.0009066257185694616
153.0,0.0009065365526981306
154.0,0.000918653846875295
155.0,0.0009169127749250359
156.0,0.0008261163271200748
157.0,0.0008448515656345308
158.0,0.0008428975808936875
159.0,0.0007891794814307991
160.0,0.0007816470531313457
161.0,0.000781653345546063
162.0,0.0006064205119956703
163.0,0.0006056026879969537
164.0,0.0006050768377314254
165.0,0.0006051600457960538
166.0,0.0006054758337638555
167.0,0.0006762760789151913
168.0,0.0006859316633435494
169.0,0.0007495943747573415
170.0,0.0007493455361211774
171.0,0.0007497126478150117
172.0,0.0007574282896809476
173.0,0.0007623677301140544
174.0,0.0007600324656555932
175.0,0.0004972811548185506
176.0,0.000500879444389922
177.0,0.00048558977382860116
178.0,0.0004464262775990327
179.0,0.00042618631917788275
180.0,0.0003883163838967604
181.0,0.00043674700966873177
182.0,0.0004367426016074573
183.0,0.000416043541153811
184.0,0.0004159032559938021
185.0,0.00043002321023661054
186.0,0.00043245500446587265
187.0,0.0004325072880521691
188.0,0.0004329012411953129
189.0,0.00042833679424636765
190.0,0.0003787736325163406
191.0,0.00037691213863583184
192.0,0.0003768590264255892
193.0,0.0003766581732061101
194.0,0.0003797612202409713
195.0,0.0003795032323369364
196.0,0.0003795039018985786
197.0,0.0003800573583858545
198.0,0.0010311309110592924
199.0,0.0011402313515642372
