N,e_x
9.0,1.0630863252058025
10.0,1.101621008950584
11.0,1.0821622399333326
12.0,0.8631744831547903
13.0,0.8617668119074434
14.0,0.8748789503448173
15.0,0.7905314115999326
16.0,0.7551257323567803
17.0,0.7523427149224604
18.0,0.7375754308375144
19.0,0.7299584017233579
20.0,0.7803685670419092
21.0,0.7726633249509105
22.0,0.661719163703953
23.0,0.6625400542881348
24.0,0.6657721128228721
25.0,0.647892363000226
26.0,0.5712269497768531
27.0,0.5626894670977978
28.0,0.5664045084298761
29.0,0.5669856090572716
30.0,0.5667061329262236
31.0,0.5669477300176449
32.0,0.4981830168633961
33.0,0.31919325118429637
34.0,0.31763850676015454
35.0,0.3181246987603487
36.0,0.31656612484653396
37.0,0.31775718674847414
38.0,0.3178548293204766
39.0,0.3117362305519908
40.0,0.31063445704061204
41.0,0.3078176788794233
42.0,0.3007547034789642
43.0,0.28603367237441896
44.0,0.288142407921115
45.0,0.286083073661388
46.0,0.28626363779960423
47.0,0.2866941404917902
48.0,0.28515401436685345
49.0,0.28518415393862895
50.0,0.28531852747250286
51.0,0.27245283414695903
52.0,0.26291326868431114
53.0,0.262506288450977
54.0,0.2630341310971124
55.0,0.2627765717976193
56.0,0.26296935185985754
57.0,0.2623893783494287
58.0,0.1806243617057491
59.0,0.18064679904131042
60.0,0.18033487964550576
61.0,0.1801922296470334
62.0,0.18017021854072485
63.0,0.13176315652197043
64.0,0.1243300272170621
65.0,0.12018170161406992
66.0,0.11673713771405518
67.0,0.1161854601110654
68.0,0.11521225362681452
69.0,0.1149548887995574
70.0,0.11404290281805085
71.0,0.1144333115063647
72.0,0.11211649412809852
73.0,0.11111815904035247
74.0,0.1118510536757391
75.0,0.10863718132274075
76.0,0.10817739014384933
77.0,0.10522176161759608
78.0,0.10461757110753617
79.0,0.1045598241524431
80.0,0.09992554983953283
81.0,0.10074761544509306
82.0,0.10060669329888537
83.0,0.10063114164978144
84.0,0.1006239078493738
85.0,0.09960340650324771
86.0,0.09693217783439109
87.0,0.1007108099086304
88.0,0.10049475174650616
89.0,0.10048469333045217
90.0,0.09701235006939972
91.0,0.09679830525835144
92.0,0.09666448173722782
93.0,0.09203479441320639
94.0,0.09202997122802059
95.0,0.092381970308421
96.0,0.09229062048233706
97.0,0.0923173821662458
98.0,0.09218365703055195
99.0,0.09240425204092584
100.0,0.09221446296311833
101.0,0.09225473351300317
102.0,0.09226313140741656
103.0,0.09226739954253363
104.0,0.09219275467970635
105.0,0.09222801645840328
106.0,0.09260936010901809
107.0,0.09246232024564788
108.0,0.09245657993555956
109.0,0.09023519060762472
110.0,0.08961572813931445
111.0,0.08970540375655328
112.0,0.08899355151716465
113.0,0.08903451297951881
114.0,0.08912695214336888
115.0,0.08997848913746452
116.0,0.08673274116902288
117.0,0.08628898714509023
118.0,0.08628619423362875
119.0,0.08573260393097752
120.0,0.08630653049853458
121.0,0.08630858115128602
122.0,0.0863126723542569
123.0,0.08300520935031527
124.0,0.08164451564860553
125.0,0.08202602703555187
126.0,0.08202901264021811
127.0,0.08201401576088159
128.0,0.082052911056338
129.0,0.08173245592227736
130.0,0.08172262836910459
131.0,0.08160872870089401
132.0,0.08163191315091192
133.0,0.08159675299843941
134.0,0.08121935336228603
135.0,0.08103855925651379
136.0,0.0805994851943076
137.0,0.08056962963695136
138.0,0.0787817049041125
139.0,0.0787631556670755
