N,e_xt
15.0,0.8875296607845228
16.0,0.5486680812714645
17.0,0.34023336396753157
18.0,0.31301106580141574
19.0,0.31075666972572835
20.0,0.32649772719315795
21.0,0.3205235312858285
22.0,0.3060586080709077
23.0,0.3001945482687634
24.0,0.2806433225897545
25.0,0.22840011160487253
26.0,0.23072297250629226
27.0,0.2310424596659708
28.0,0.23100140391242222
29.0,0.22322190684743748
30.0,0.2118981356420085
31.0,0.21150320178544943
32.0,0.20668847281403196
33.0,0.21287338922894583
34.0,0.15967845284124604
35.0,0.16260504783644042
36.0,0.16225346595551726
37.0,0.1621746475160371
38.0,0.16201131916120992
39.0,0.17898680907096742
40.0,0.21982567362544508
41.0,0.219426494252161
42.0,0.21955803605883628
43.0,0.22082696529260304
44.0,0.21967365815483245
45.0,0.2197312476092635
46.0,0.2178631686638308
47.0,0.25803818370511233
48.0,0.26327615270406435
49.0,0.2615990355008571
50.0,0.26150834026847797
51.0,0.26145185474237453
52.0,0.26247710483138287
53.0,0.2623578224209967
54.0,0.2626793276707809
55.0,0.20824839697335393
56.0,0.2082345172667241
57.0,0.20817844169476984
58.0,0.20780221929100645
59.0,0.20782941234663374
60.0,0.2077756950131805
61.0,0.20799792991167512
62.0,0.2079708325034585
63.0,0.20797202170219992
64.0,0.14937511477875554
65.0,0.14937321534991282
66.0,0.14605946085400937
67.0,0.12840302212469346
68.0,0.12838561824182554
69.0,0.13218762380264193
70.0,0.13900400308154717
71.0,0.13875164969617265
72.0,0.11848567686371539
73.0,0.10739499264618606
74.0,0.10799339251511891
75.0,0.10747302420463584
76.0,0.10241367509702107
77.0,0.10243297727035323
78.0,0.10245764364724518
79.0,0.10219745514637392
80.0,0.10210838468487787
81.0,0.10207865173850994
82.0,0.1020256419588068
83.0,0.10201935851663996
84.0,0.10204764816880812
85.0,0.10254295658368928
86.0,0.10288772051984865
87.0,0.10282794076559768
88.0,0.10238803028660966
89.0,0.10241044313364699
90.0,0.10239547603010438
91.0,0.10347898759338155
92.0,0.10445291484060827
93.0,0.1044759153424558
94.0,0.1046124169000311
95.0,0.10462006122850348
96.0,0.10561444047091811
97.0,0.10562536726240575
98.0,0.10535806592267276
99.0,0.10580451137170895
100.0,0.10578218112855986
101.0,0.10537671743721866
102.0,0.1069607493662187
103.0,0.10770526082366043
104.0,0.10772364244484194
105.0,0.10772863298510568
106.0,0.10773264754940055
107.0,0.10770616685557886
108.0,0.10772803476776117
109.0,0.10773733239812337
110.0,0.10791639650126207
111.0,0.10822629577958151
112.0,0.10823516598809292
113.0,0.10816586202555759
114.0,0.10940850473484176
115.0,0.10942434454150823
116.0,0.10920298344702398
117.0,0.10921933539970077
118.0,0.10862627504459127
119.0,0.10863617016941378
120.0,0.10864920777173008
121.0,0.10915625729566143
122.0,0.10913839370152854
123.0,0.10913467928097548
124.0,0.10927871212634183
125.0,0.10916744017653841
126.0,0.1091775457443362
127.0,0.10917293309549543
128.0,0.10784679136069684
129.0,0.1078477291128639
130.0,0.10782849966891832
131.0,0.10783007260733563
132.0,0.11686101867411595
133.0,0.11717194068917555
134.0,0.1173942116990511
135.0,0.11767177037239641
136.0,0.11838028763113798
137.0,0.11778110305656389
138.0,0.11776099726949625
139.0,0.11779838742235041
140.0,0.11651537420220347
141.0,0.11644486316282249
142.0,0.11643453953590129
143.0,0.11645012213376353
144.0,0.11639320847175195
145.0,0.11639990960247343
146.0,0.11637297240584835
147.0,0.11638809855413196
148.0,0.1163766823896627
149.0,0.11638652049319537
150.0,0.116369487273235
151.0,0.11680802294147882
152.0,0.12757353358594842
153.0,0.11724494111966108
154.0,0.09679962588599914
155.0,0.09674841606708683
156.0,0.10562395901862213
157.0,0.10562419403405192
158.0,0.1056308101893736
159.0,0.10563490542780656
160.0,0.10625371332996153
161.0,0.1060809337264048
162.0,0.10524966040481787
163.0,0.10524122215188912
164.0,0.06703479213397864
165.0,0.06709732268847683
166.0,0.06710451418324255
167.0,0.06716748818199246
168.0,0.06711011997872486
169.0,0.0641414940754923
170.0,0.06348734002859781
171.0,0.06350543619001808
172.0,0.06348681259096263
173.0,0.06347085554162805
174.0,0.06310626257375698
175.0,0.0693156507558821
176.0,0.06931957217423747
177.0,0.06931932595141212
178.0,0.06898537100144489
179.0,0.06895365455988563
180.0,0.05869477069637306
181.0,0.05870250318673823
182.0,0.05917254690457241
183.0,0.059173180335232674
184.0,0.05918584856078788
185.0,0.05922058620750406
186.0,0.05943205187262991
187.0,0.059423668677621846
188.0,0.05369505107973201
189.0,0.0537003837503015
190.0,0.05376768060735124
191.0,0.05391396783541508
192.0,0.05391103573012853
193.0,0.05397002175017964
194.0,0.05397017981501111
195.0,0.05340486030671941
196.0,0.05347031497524945
197.0,0.05339724977288038
198.0,0.0533939127182162
199.0,0.053167919304576726
200.0,0.05283944110942863
201.0,0.052774229214388596
202.0,0.05275849772186075
203.0,0.05273095826134558
204.0,0.052659442482696245
205.0,0.04242389095848214
206.0,0.04243435864603883
207.0,0.04266608108362893
208.0,0.04265297721976783
209.0,0.042657210882878834
210.0,0.042837739755159095
211.0,0.04282715878894812
212.0,0.042776883888727066
213.0,0.042774719314942186
214.0,0.04279507043523436
215.0,0.039288027501179074
216.0,0.039232136405113305
217.0,0.03917810460530234
218.0,0.039174787735337675
219.0,0.039155269629414666
220.0,0.039145615642313177
221.0,0.0396460239496183
222.0,0.03964657926512503
223.0,0.03999852747540044
224.0,0.039999604366399086
225.0,0.040132057449874026
226.0,0.040066785560327126
227.0,0.04088193624323595
228.0,0.04089889911298848
229.0,0.04086654862693377
230.0,0.04057767340476594
231.0,0.040474286511127965
232.0,0.040481295706536184
233.0,0.04048323581960275
234.0,0.0402025464053582
235.0,0.038909086398691506
236.0,0.038856927078415
237.0,0.03886548346810488
238.0,0.03885240815075152
239.0,0.038769995029553354
240.0,0.03879617503704971
241.0,0.038799605445898395
242.0,0.03813607522617416
243.0,0.04135229085670836
244.0,0.04142233947078355
245.0,0.03995738973764712
246.0,0.03995592657700627
247.0,0.03995531467407722
248.0,0.03936413997472177
249.0,0.03936538819544537
250.0,0.03936474096614822
251.0,0.03936768046554969
252.0,0.03936507110737548
253.0,0.03936418245425992
254.0,0.03931853559276407
255.0,0.03931672046801263
256.0,0.04134338228724281
257.0,0.040003152076121554
