N,e_x
15.0,0.8253332400117581
16.0,0.9089293094322951
17.0,1.00565257781029
18.0,1.005685584613502
19.0,0.9754499719656335
20.0,0.8968201979567326
21.0,0.8956543545745594
22.0,0.9781605957197517
23.0,0.9407046288072375
24.0,0.5963890388580793
25.0,0.695455094684109
26.0,0.5224717430590455
27.0,0.46928336600037285
28.0,0.38896352447678645
29.0,0.38535083008479737
30.0,0.3482094035301783
31.0,0.35310701595465155
32.0,0.36546257561777806
33.0,0.35345238228275977
34.0,0.20237729621337103
35.0,0.19132932071891548
36.0,0.21028423761593437
37.0,0.19638541879523816
38.0,0.19660046562692388
39.0,0.20008605683881697
40.0,0.1970061810913155
41.0,0.19005708507749028
42.0,0.18511276944481886
43.0,0.18512457893529088
44.0,0.185205306528657
45.0,0.18432071406397774
46.0,0.18118894853854065
47.0,0.1804192774055067
48.0,0.18102462826769883
49.0,0.20371080877882033
50.0,0.21066252995968976
51.0,0.20801583465410417
52.0,0.20799127109905552
53.0,0.21150659191804563
54.0,0.21874052847101688
55.0,0.21903405422817307
56.0,0.20999762733980357
57.0,0.20576418750829864
58.0,0.2050102300325347
59.0,0.20498769483101592
60.0,0.2052233501508316
61.0,0.20519038593406583
62.0,0.2040508111286742
63.0,0.2032452531935011
64.0,0.20320910609934012
65.0,0.2032189695208323
66.0,0.1958060042745188
67.0,0.1954924995355458
68.0,0.19760587368212873
69.0,0.19748762867576267
70.0,0.19699474005760775
71.0,0.19713524301921906
72.0,0.19887545832869452
73.0,0.20134631216060112
74.0,0.20143808416470727
75.0,0.2014090489073588
76.0,0.20149577157313317
77.0,0.20396501247991916
78.0,0.20039880200876148
79.0,0.20120864682310283
80.0,0.20140438953995685
81.0,0.20138400632067746
82.0,0.20238794564105128
83.0,0.20238247915171292
84.0,0.19873856576051155
85.0,0.19872111829091518
86.0,0.19871381987882256
87.0,0.19859521469996386
88.0,0.17954208521346815
89.0,0.17955092042755416
90.0,0.18003959317912085
91.0,0.183210307075119
92.0,0.18101177535090948
93.0,0.1810233352642982
94.0,0.1810319200202581
95.0,0.18215239232387975
96.0,0.18216153468090326
97.0,0.1821195315871569
98.0,0.18209623276456657
99.0,0.1815095396075617
100.0,0.18024526938865917
101.0,0.1802187890121854
102.0,0.17360061128030135
103.0,0.17280186671013575
104.0,0.17241503543350925
105.0,0.17226900522002736
106.0,0.1626302339107612
107.0,0.11587952288910343
108.0,0.11448806747331407
109.0,0.115058826767892
110.0,0.11482202859835676
111.0,0.1135993730077483
112.0,0.11358659161350912
113.0,0.1151822058748676
114.0,0.11517510173248363
115.0,0.11410195845718389
116.0,0.11409915886335639
117.0,0.11408068260786888
118.0,0.11485083313100301
119.0,0.11482364590396937
120.0,0.11268671362802408
121.0,0.11274426852098682
122.0,0.11156051620351178
123.0,0.10909370197800698
124.0,0.10443560025300064
125.0,0.10859523409958928
126.0,0.10707408008427496
127.0,0.1070820054182623
128.0,0.09957238165700004
129.0,0.09961130443524945
130.0,0.09964957212229121
131.0,0.10012016315012527
132.0,0.10017573522742045
133.0,0.10019535381132989
134.0,0.10035900738732867
135.0,0.10038561715136167
136.0,0.1002726552431805
137.0,0.10032119468456784
138.0,0.09967033394307849
139.0,0.09674100616806908
140.0,0.09675822219149027
141.0,0.09696199623061515
142.0,0.09635442929153205
143.0,0.09707285376645326
144.0,0.09706255822582097
145.0,0.09703762251040901
146.0,0.09681696792145864
147.0,0.09665248512368992
148.0,0.09662366229923015
149.0,0.09664046887156862
150.0,0.09663946171079298
151.0,0.09663207372073612
152.0,0.09663533356449976
153.0,0.09663136357450096
154.0,0.09617415192452282
155.0,0.0950814963948047
156.0,0.09491017600308307
157.0,0.09490127539375885
158.0,0.0939548807818176
159.0,0.09386118856684021
160.0,0.0959971065457085
161.0,0.09599217485901104
162.0,0.09599214589566818
163.0,0.09801006837943285
164.0,0.09470337990696565
165.0,0.09602684324108514
166.0,0.09950394674204867
167.0,0.10096972216968401
168.0,0.10096885532307145
169.0,0.10016504032465456
170.0,0.1001602492634864
171.0,0.10156999313393093
172.0,0.10128063984864873
173.0,0.10121498728649105
174.0,0.10098389017770219
175.0,0.1010481067128014
176.0,0.10126317895306239
177.0,0.10136650896456285
178.0,0.10145902712144159
179.0,0.10091493352108451
180.0,0.09286452610989185
181.0,0.0928624856995436
182.0,0.09285656189436836
183.0,0.09293239668395552
184.0,0.09293007078899218
185.0,0.09301336804129061
186.0,0.09301159137172385
187.0,0.09081331544475772
188.0,0.08884025923085456
189.0,0.08959971326554224
190.0,0.08963941962921297
191.0,0.08963893190495452
192.0,0.08962915392639376
193.0,0.08894522758322904
194.0,0.08964704961266505
195.0,0.08974021797227683
196.0,0.08924359228590123
197.0,0.08850065268707491
198.0,0.088134451047846
199.0,0.08813468377801902
200.0,0.08803055249647547
201.0,0.08810437623969716
202.0,0.0881036911542959
203.0,0.0881701044925216
204.0,0.08817171043825395
205.0,0.08781760744530052
206.0,0.08613623769326871
207.0,0.08613636300606338
208.0,0.08614688865081349
209.0,0.08615049558264071
210.0,0.08778449166791985
211.0,0.08758132015842317
212.0,0.08756504297022273
213.0,0.08755762238254879
214.0,0.08755981227681592
215.0,0.08756211252378199
216.0,0.08741482969508013
217.0,0.0873971422087092
218.0,0.08749896709181018
219.0,0.08716434049328813
220.0,0.08716203909668582
221.0,0.08737048202497837
222.0,0.08743794326310941
223.0,0.08744366292312716
224.0,0.08713386330169397
225.0,0.08456723551985883
226.0,0.08456600100473372
227.0,0.08456853006894471
228.0,0.07667715801954154
229.0,0.07667295349165519
230.0,0.07666780423831714
231.0,0.0766475330627988
232.0,0.07640050591845544
233.0,0.07634521113800695
234.0,0.07594626827130892
235.0,0.07594181596275838
236.0,0.07594124591711794
237.0,0.07841600197169567
238.0,0.07839509397479377
239.0,0.07864458466572868
240.0,0.0783141263727638
241.0,0.07827632912789803
242.0,0.07827591806894899
243.0,0.07826820100957459
244.0,0.07828317330602395
245.0,0.07876553552186374
246.0,0.06927701599102054
247.0,0.0692842735646377
248.0,0.06926544636927796
249.0,0.06924807773214965
250.0,0.06942014756428319
251.0,0.06935033941996913
252.0,0.06933910640314082
253.0,0.06876453985443151
254.0,0.0687791343075892
255.0,0.06868618908693604
256.0,0.06869419267120506
257.0,0.06905199743712388
258.0,0.06920332534289729
259.0,0.06922022430047153
260.0,0.06928327543716177
261.0,0.06927543261567046
262.0,0.06732538765345596
263.0,0.0672504061447936
264.0,0.06724658284062278
265.0,0.06724578274002399
266.0,0.06779136047803733
267.0,0.06779147632326434
268.0,0.067792044119854
269.0,0.067796212759656
270.0,0.06775752369391952
271.0,0.06768258439748041
272.0,0.06788493211109621
273.0,0.06788894242026626
274.0,0.06795801295089242
275.0,0.06795623441784525
276.0,0.06707751276739073
277.0,0.06695310362722647
278.0,0.06695378159075752
279.0,0.06704688383638978
280.0,0.06733618538780146
281.0,0.06732040539563199
282.0,0.06731887409834346
283.0,0.06756204630594158
284.0,0.06754803710794177
285.0,0.0675269865503791
286.0,0.06821976896203401
287.0,0.06821959887429777
288.0,0.0681982411777294
289.0,0.06812697467002485
290.0,0.06803295675400137
291.0,0.06676096753765302
292.0,0.06621413938196219
293.0,0.06621427851548271
294.0,0.0669463355284563
295.0,0.0669249872218595
296.0,0.06808093003661089
297.0,0.06878109513915692
298.0,0.06881762742288046
299.0,0.0686902487717659
300.0,0.06873494440548011
301.0,0.06944072095523932
302.0,0.0694408860740676
303.0,0.06943855169224375
304.0,0.06942472173693491
305.0,0.06942138039151821
306.0,0.06942021810862192
307.0,0.07110447002263778
308.0,0.07061587805093601
309.0,0.07071914968363344
310.0,0.0706965528872901
311.0,0.06979085235715668
312.0,0.06512117928904108
313.0,0.06567169343581988
314.0,0.06551913580695141
315.0,0.06551824780789951
316.0,0.06556210769065769
317.0,0.06556116525720514
318.0,0.06548506536182418
319.0,0.06460097667906776
320.0,0.06443180672278477
321.0,0.0644323109702578
322.0,0.06461954621756505
323.0,0.06500468406725643
324.0,0.06500574831257414
325.0,0.06418302437123163
326.0,0.06418375851387163
327.0,0.06376422019460856
328.0,0.06362979106184395
329.0,0.06297433515075056
330.0,0.06329074694861637
331.0,0.0631863835048963
332.0,0.06290672716502975
333.0,0.06290657616533252
334.0,0.06290575681854425
335.0,0.06293802974594857
336.0,0.06294361076903218
337.0,0.06293847033530528
338.0,0.06292942056819222
339.0,0.06290538884970094
340.0,0.059480509979323894
341.0,0.059384612613992506
342.0,0.05927471426519005
343.0,0.05927484705307252
344.0,0.059182449378145194
345.0,0.05918224182320341
346.0,0.05937697481639935
347.0,0.05977266484490073
348.0,0.059582340931600745
349.0,0.059586913145693865
350.0,0.05957938920480684
351.0,0.059479722248223045
352.0,0.05898790978071577
353.0,0.058987844095634755
354.0,0.05913212029636767
355.0,0.05926327417676652
356.0,0.059248560164014544
357.0,0.05924799856086253
358.0,0.05731365137196455
359.0,0.057312950447646685
360.0,0.056887026376321634
361.0,0.0568865407129968
362.0,0.05612180240320914
363.0,0.056125680377843414
364.0,0.05594143892824948
365.0,0.05584156129570922
366.0,0.05583896681870327
367.0,0.05583821215396473
368.0,0.05583949654470092
369.0,0.05584092970327802
370.0,0.05579017512085751
371.0,0.05584983531755436
372.0,0.05602396073467988
373.0,0.055705039187871105
374.0,0.055701900742759054
375.0,0.05573807317053701
376.0,0.05770207564437924
377.0,0.057701836659208125
378.0,0.057701270587341064
379.0,0.05752732338025247
380.0,0.05752711342543644
381.0,0.057556580549554474
382.0,0.05737780051191315
383.0,0.057451059180329535
384.0,0.05748543611267034
385.0,0.055994252943779556
386.0,0.05653107153259818
387.0,0.05653755006640828
388.0,0.056244336285086044
389.0,0.05624261997996965
390.0,0.05631175426583289
391.0,0.05631945430647126
392.0,0.055644423114421075
393.0,0.05564421587974275
394.0,0.05564238261062263
395.0,0.055642871123315424
396.0,0.055642979935957744
397.0,0.05450933732670413
398.0,0.054494177348350346
399.0,0.05255353663986965
400.0,0.05254292691355438
401.0,0.052542736222259995
402.0,0.052512858349426296
403.0,0.052659156921295636
404.0,0.05263318726442751
405.0,0.05190133177515073
406.0,0.051928084292051965
407.0,0.05192218771848791
408.0,0.05190069643178658
409.0,0.05189981239844923
410.0,0.051882772951016544
411.0,0.05189053344305401
412.0,0.05178724819925948
413.0,0.051904889988137554
414.0,0.0477622049579322
415.0,0.048449727665271516
416.0,0.04845252247469268
