N,e_x
15.0,0.9511040752983623
16.0,0.9092327872158517
17.0,0.923390134352228
18.0,0.9043610420598626
19.0,0.8679650218176218
20.0,0.8650049970530991
21.0,0.8947976962015245
22.0,0.8078106003446461
23.0,0.7128305549137508
24.0,0.7127866660555039
25.0,0.712744078988878
26.0,0.8549024508729922
27.0,0.8218492368301269
28.0,0.785305133346469
29.0,0.7345632553845592
30.0,0.7119855928774409
31.0,0.7112937683535213
32.0,0.713512316505399
33.0,0.7121778655415637
34.0,0.8282852220022405
35.0,0.8283278255629053
36.0,0.7892249736638637
37.0,0.7891574923367684
38.0,0.7893239854534442
39.0,0.7893224331662437
40.0,0.7929140198315242
41.0,0.7908685220118189
42.0,0.7910164899755517
43.0,0.791435113973927
44.0,0.7916157251622227
45.0,0.7914116518916694
46.0,0.7929749868824623
47.0,0.7929850873719073
48.0,0.7818385713389223
49.0,0.7791190219150474
50.0,0.8074086681015336
51.0,0.8071932220018136
52.0,0.8072078770527348
53.0,0.8252105978276092
54.0,0.8252661674320557
55.0,0.8359282335134
56.0,0.8360217232361955
57.0,0.8333745995336971
58.0,0.815239062841028
59.0,0.8152435146652124
60.0,0.7904867877354518
61.0,0.7904235057700084
62.0,0.7904511728720789
63.0,0.7954524324110022
64.0,0.7954112380576379
65.0,0.7966141725093507
66.0,0.796338998119691
67.0,0.7845726212059256
68.0,0.7842642915547617
69.0,0.7842623740656407
70.0,0.7876913180775821
71.0,0.7877105663586991
72.0,0.7877933488889574
73.0,0.7845512262224591
74.0,0.7845157176136881
75.0,0.784207225958614
76.0,0.7842090299882795
77.0,0.784253506425488
78.0,0.7833382840667206
79.0,0.7833496428982385
80.0,0.7833568282057396
81.0,0.7824685962268921
82.0,0.781787547430274
83.0,0.7819170173020122
84.0,0.7807845789363108
85.0,0.7809776075980558
86.0,0.7808735327965497
87.0,0.7809858224851239
88.0,0.7810743858944036
89.0,0.7813284552743738
90.0,0.7812770751153177
91.0,0.7812064113798439
92.0,0.781581451780604
93.0,0.7803150519298684
94.0,0.7757993528380026
95.0,0.7756898053780419
96.0,0.7713461968108054
97.0,0.771304427714519
98.0,0.7711760883186318
99.0,0.7693649803664858
100.0,0.7632541798586729
101.0,0.7632887588758832
102.0,0.7632331496669598
103.0,0.7630807244163303
104.0,0.7630722784031482
105.0,0.7629822409675174
106.0,0.7627710801643046
107.0,0.7628329943084682
108.0,0.762107840717453
109.0,0.7619864168936842
110.0,0.7620000978111849
111.0,0.7619217869392698
