N,e_xt
15.0,0.7350421514548612
16.0,1.0068253313121374
17.0,2.2071939814542625
18.0,0.5066670430108376
19.0,0.47046209214594836
20.0,0.3941271201481956
21.0,0.3195075405639262
22.0,0.3192785045870088
23.0,0.3020732318704675
24.0,0.289450458735642
25.0,0.2855989675491804
26.0,0.26662357717479407
27.0,0.2639310240320675
28.0,0.2619481567375189
29.0,0.2603339184802399
30.0,0.25079583225528124
31.0,0.2470285007181508
32.0,0.2597598195478359
33.0,0.2577048327602079
34.0,0.20695729046570474
35.0,0.20744171971936415
36.0,0.2012016526138224
37.0,0.17297038007468746
38.0,0.1742010200607733
39.0,0.1795917460562847
40.0,0.18516319198812417
41.0,0.16892825520257207
42.0,0.16846201640470432
43.0,0.16736292405565378
44.0,0.16966672335223362
45.0,0.16784887217297295
46.0,0.16779155664609682
47.0,0.16754856329123252
48.0,0.17392776344819566
49.0,0.1713843652024334
50.0,0.16582746031567172
51.0,0.16577714368710622
52.0,0.16357762331054704
53.0,0.16459259279382896
54.0,0.1514071048201207
55.0,0.15139988933432652
56.0,0.1516155882189934
57.0,0.14974825854443646
58.0,0.1416375934422399
59.0,0.14068240950102437
60.0,0.14017036836245703
61.0,0.1402576095734595
62.0,0.13980817681516372
63.0,0.139706742853793
64.0,0.11695988993974805
65.0,0.08486809623942038
66.0,0.08484142274375472
67.0,0.08361919966416086
68.0,0.07708144249200115
69.0,0.07750038468079384
70.0,0.07805563099791779
71.0,0.07990481326114421
72.0,0.0797440200387152
73.0,0.07944590717331346
74.0,0.08047288466475123
75.0,0.07906891445382064
76.0,0.07858451249752751
77.0,0.07524220088371295
78.0,0.06555396798646432
79.0,0.0655457032416121
80.0,0.06298668450055599
81.0,0.06295563279692203
82.0,0.06165527919659033
83.0,0.06152507452538663
84.0,0.06179399907742517
85.0,0.06870446775748228
86.0,0.0707623470964056
87.0,0.07079174500505668
88.0,0.07087746231088245
89.0,0.07331848966302391
90.0,0.07351348095887748
91.0,0.07346414885776359
92.0,0.07308521267702768
93.0,0.07304564738735131
94.0,0.07150688600214661
95.0,0.0715020868350526
96.0,0.07940381835051265
97.0,0.06901030464106923
98.0,0.06867148066450307
99.0,0.06755058749243709
100.0,0.0674056569184776
101.0,0.06764879761827672
102.0,0.0679482217834955
103.0,0.0675771112483085
104.0,0.06779641565886034
105.0,0.0685432387754041
106.0,0.06881395258148172
107.0,0.06773599814973535
108.0,0.06731619541324953
109.0,0.05730792240892097
110.0,0.053039130143145034
111.0,0.05282324249889173
112.0,0.053197196251500586
113.0,0.053180732244025294
114.0,0.05307890473595027
115.0,0.05369540194268923
116.0,0.0501714339343761
117.0,0.05019346030197854
118.0,0.0504269239533228
119.0,0.05190370036421162
120.0,0.04971204506747813
121.0,0.04975526208212618
122.0,0.0497627136636009
123.0,0.04976966519364156
124.0,0.04976277575346331
125.0,0.05015319620851093
126.0,0.051135861701379876
127.0,0.04229454268201936
128.0,0.042303091796692005
129.0,0.041994863629381346
130.0,0.04159527960050395
131.0,0.041606475861861066
132.0,0.04161767510628597
133.0,0.03999674235024137
134.0,0.041437173854484435
135.0,0.04167712212310789
136.0,0.041668359984423795
137.0,0.041816660779316506
