s,k,tauit,xt,tauitp
0.0,2.97,0.0,1.0,17.55727431418178
0.005025125628140704,2.97,0.09427829268165099,1.1705392025487507,19.95788041580489
0.010050251256281407,2.97,0.2004600205291195,1.3339316005945323,22.28620899886771
0.01507537688442211,2.97,0.3180344633375975,1.489328510120244,24.478427012987577
0.020100502512562814,2.97,0.4460841884109376,1.6362193025447027,26.4377645346064
0.02512562814070352,2.97,0.5831898180344742,1.774706885936257,28.070254545400765
0.03015075376884422,2.97,0.7275773554282291,1.9055986706204036,29.33504487638649
0.035175879396984924,2.97,0.8774398758040862,2.0301969248554146,30.25819489885595
0.04020100502512563,2.97,1.031219791503017,2.149935294385802,30.90694104779126
0.04522613065326633,2.97,1.1877298056734193,2.2660873509762345,31.356742657098504
0.05025125628140704,2.97,1.3461383133614164,2.3796391495125455,31.671869764369976
0.05527638190954774,2.97,1.5058948991261547,2.4912876177318912,31.899877531747222
0.06030150753768844,2.97,1.6666495507192958,2.6014947999911877,32.07349006228492
0.06532663316582915,2.97,1.8281871750190442,2.710551395178398,32.214374791854716
0.07035175879396985,2.97,1.9903809888192514,2.818629802065127,32.33653085238315
0.07537688442211055,2.97,2.1531614635875354,2.9258226436834534,32.449083937110615
0.08040201005025126,2.97,2.3164964835646176,3.032168602051297,32.55805102099732
0.08542713567839195,2.97,2.48037897994877,3.137668915524104,32.66754469693455
0.09045226130653267,2.97,2.6448194471913817,3.242297371606281,32.78055046776968
0.09547738693467336,2.97,2.8098416115024887,3.346005877155553,32.89942448611928
0.10050251256281408,2.97,2.9754801695792974,3.448726954963385,33.02621263327082
0.10552763819095477,2.97,3.1417799196048937,3.550373999833006,33.16291479830749
0.11055276381909548,2.97,3.308795962547202,3.6508396105465235,33.311665129767
0.11557788944723618,2.97,3.4765947705105127,3.7499920982003663,33.47489578017799
0.12060301507537688,2.97,3.6452561114287945,3.84766988855854,33.655497472831975
0.12562814070351758,2.97,3.8148759495540325,3.943673167595005,33.85704730455088
0.1306532663316583,2.97,3.9855705435482176,4.0377516495863395,34.084093594639384
0.135678391959799,2.97,4.157482168911647,4.129586445602879,34.34252513559076
0.1407035175879397,2.97,4.330787087700584,4.218762585531355,34.64008700056964
0.1457286432160804,2.97,4.505706945921399,4.304725400538525,34.987310574134725
0.1507537688442211,2.97,4.682523608644177,4.386711556232361,35.39766995121468
0.15577889447236182,2.97,4.861599075999716,4.463630778592951,35.8896934175517
0.16080402010050251,2.97,5.043399692657173,4.533849128096676,36.486239776841195
0.1658291457286432,2.97,5.2285044332455985,4.594782242474555,37.206890406524664
0.1708542713567839,2.97,5.4175220021490365,4.64206240208457,38.031836568388606
0.17587939698492464,2.97,5.6105574441665995,4.667790559878172,38.72598329762627
0.18090452261306533,2.97,5.804730421274107,4.657459556210377,38.14394875141302
0.18592964824120603,2.97,5.986686893226962,4.590550660394792,33.32534869037009
