t,k,x
0.0,0.99,1.0
0.12562814070351758,0.99,0.7904834582785709
0.25125628140703515,0.99,0.6430340725478405
0.3768844221105528,0.99,0.538508951353353
0.5025125628140703,0.99,0.4651013948692887
0.628140703517588,0.99,0.41363648673736303
0.7537688442211056,0.99,0.3781986591949547
0.8793969849246231,0.99,0.35409903380273994
1.0050251256281406,0.99,0.3378821156440683
1.1306532663316582,0.99,0.3273274698569507
1.256281407035176,0.99,0.3206899519031725
1.3819095477386936,0.99,0.3169142878079001
1.5075376884422111,0.99,0.3150418415611418
1.6331658291457287,0.99,0.31461719819151196
1.7587939698492463,0.99,0.3152548427127098
1.8844221105527639,0.99,0.3166553497385439
2.0100502512562812,0.99,0.31861162413491567
2.135678391959799,0.99,0.32107718532988977
2.2613065326633164,0.99,0.32387653525001453
2.386934673366834,0.99,0.32703783075475173
2.512562814070352,0.99,0.33045314550595895
2.6381909547738696,0.99,0.3341466892867934
2.763819095477387,0.99,0.33811042081045867
2.8894472361809047,0.99,0.3423004739066932
3.0150753768844223,0.99,0.34676386416377397
3.14070351758794,0.99,0.35151651078668833
3.2663316582914574,0.99,0.356529169250928
3.391959798994975,0.99,0.361863906860022
3.5175879396984926,0.99,0.3675641818803265
3.64321608040201,0.99,0.37360504404977474
3.7688442211055277,0.99,0.38006727131046447
3.8944723618090453,0.99,0.38703485720878833
4.0201005025125625,0.99,0.3944865254656758
4.1457286432160805,0.99,0.402530739520083
4.271356783919598,0.99,0.41132516242548434
4.396984924623116,0.99,0.4208593734187261
4.522613065326633,0.99,0.4313232969892084
4.648241206030151,0.99,0.44291868208169904
4.773869346733668,0.99,0.4557718548964704
4.899497487437186,0.99,0.47028344383876347
5.025125628140704,0.99,0.48668729319992776
5.150753768844221,0.99,0.5054337691943515
5.276381909547739,0.99,0.5275037654826344
5.402010050251256,0.99,0.553471231419583
5.527638190954774,0.99,0.5846319051855082
5.653266331658291,0.99,0.6238265128824385
5.778894472361809,0.99,0.6734618607516163
5.9045226130653266,0.99,0.7386277300920177
6.030150753768845,0.99,0.8307086900675709
6.155778894472362,0.99,0.9683330756975611
6.28140703517588,0.99,1.1902412583176938
6.407035175879397,0.99,1.5908946098695298
6.532663316582915,0.99,2.3536125782464707
6.658291457286432,0.99,3.3929565824086487
6.78391959798995,0.99,3.767570842615097
6.909547738693467,0.99,3.557928139202813
7.035175879396985,0.99,3.22659153227793
7.160804020100502,0.99,2.8976376462313187
7.28643216080402,0.99,2.5931458247053967
7.4120603015075375,0.99,2.315499542646208
7.5376884422110555,0.99,2.063236483540831
7.663316582914573,0.99,1.8343076059175976
7.788944723618091,0.99,1.626636116602178
7.914572864321608,0.99,1.4386147511988343
8.040201005025125,0.99,1.2692300891575077
8.165829145728644,0.99,1.1177584963365008
8.291457286432161,0.99,0.9832603710264881
8.417085427135678,0.99,0.8658893586923154
8.542713567839195,0.99,0.7648943194926835
8.668341708542714,0.99,0.6795333372231269
8.793969849246231,0.99,0.6089066080196602
8.919597989949748,0.99,0.551212863826896
9.045226130653266,0.99,0.5047183722604746
9.170854271356784,0.99,0.4682839308470021
9.296482412060302,0.99,0.44025632955312244
9.422110552763819,0.99,0.41894161790348283
9.547738693467336,0.99,0.40295992812377773
9.673366834170855,0.99,0.3914321254308602
9.798994974874372,0.99,0.38345379912214966
9.924623115577889,0.99,0.37825782563866855
10.050251256281408,0.99,0.3753021861290184
10.175879396984925,0.99,0.37419766084698597
10.301507537688442,0.99,0.37447683561655876
10.42713567839196,0.99,0.3759748448937621
10.552763819095478,0.99,0.3785972970876153
10.678391959798995,0.99,0.38203994610984193
10.804020100502512,0.99,0.38640779757027416
10.92964824120603,0.99,0.39146644868708114
11.055276381909549,0.99,0.39737206858305646
11.180904522613066,0.99,0.4039608319037408
11.306532663316583,0.99,0.4114346000184468
11.4321608040201,0.99,0.4196794280372203
11.557788944723619,0.99,0.4289633637266697
11.683417085427136,0.99,0.43921563957690063
11.809045226130653,0.99,0.45080623735480774
11.93467336683417,0.99,0.46372381537017104
12.06030150753769,0.99,0.4785055047961138
12.185929648241206,0.99,0.4952436381370351
12.311557788944723,0.99,0.5148427128273028
