s,k,tauit,xt,tauitp
0.0,0.99,0.0,1.0,17.041832404921667
0.005025125628140704,0.99,0.09516358339825583,0.8331008398174646,20.97700999296341
0.010050251256281407,0.99,0.2122042872499495,0.6808497350381775,25.718960303733084
0.01507537688442211,0.99,0.35412262607258815,0.5516342436867777,30.713524182469957
0.020100502512562814,0.99,0.5191612173931871,0.4537169271281095,34.69900424190331
0.02512562814070352,0.99,0.699806041003497,0.3886498494638707,36.91531069112796
0.03015075376884422,0.99,0.8879757165623863,0.34984356023851393,37.825436189015925
0.035175879396984924,0.99,1.078978387966915,0.3284589965129493,38.13551650513392
0.04020100502512563,0.99,1.270896778223558,0.3176561534381891,38.22868352887847
0.04522613065326633,0.99,1.4630743711155854,0.3131103975525317,38.25209034498984
0.05025125628140704,0.99,1.6553070806516825,0.3122851434924968,38.25488024675032
0.05527638190954774,0.99,1.84753723445809,0.31373153496309986,38.25232994804433
0.06030150753768844,0.99,2.0397512710704175,0.3166307876142467,38.248835952145726
0.06532663316582915,0.99,2.2319478729085764,0.3205246745134851,38.2454524052554
0.07035175879396985,0.99,2.4241280149546376,0.3251627631274916,38.242267895252084
0.07537688442211055,0.99,2.6162923382186904,0.3304164876716682,38.23912155223742
0.08040201005025126,0.99,2.8084405087351207,0.33623138595783486,38.235801433495574
0.08542713567839195,0.99,3.0005710965453973,0.34260081841878093,38.23208422908741
0.09045226130653267,0.99,3.1926815093109364,0.34955207734314686,38.22772544040571
0.09547738693467336,0.99,3.384767809936482,0.3571401045154209,38.22243087910204
0.10050251256281408,0.99,3.576824379205103,0.36544608893399355,38.215816483754615
0.10552763819095477,0.99,3.7688433333624536,0.3745798063842086,38.20734829416629
0.11055276381909548,0.99,3.9608135151451602,0.3846855402698791,38.19624828983745
0.11557788944723618,0.99,4.1527189594297615,0.3959522182165305,38.181337729776736
0.12060301507537688,0.99,4.344536219016971,0.40862934382960725,38.16076275496586
0.12562814070351758,0.99,4.536229841889322,0.4230520738253945,38.13145065025834
0.1306532663316583,0.99,4.727744206894741,0.4396806277321328,38.08832325696719
0.135678391959799,0.99,4.9189889699006715,0.4591571858527138,38.022114323416986
0.1407035175879397,0.99,5.109808800242031,0.48241569709597953,37.91524652949921
