s,k,tauit,xt,tauitp
0.0,0.99,0.0,1.0,17.0571996317695
0.005025125628140704,0.99,0.09515221311332524,0.8346601805904296,20.951312814077905
0.010050251256281407,0.99,0.21187615721920589,0.6838764400371956,25.61123239290683
0.01507537688442211,0.99,0.35297590804157225,0.5557662125856299,30.49490105847446
0.020100502512562814,0.99,0.5166967954892062,0.45826932220544137,34.40438897913556
0.02512562814070352,0.99,0.6958126543421457,0.3929584906626239,36.60964553268616
0.03015075376884422,0.99,0.8824805239026827,0.3536104463169908,37.53421246142135
0.035175879396984924,0.99,1.0720526082498527,0.3316881219531741,37.85623997270958
0.04020100502512563,0.99,1.2625843892327104,0.3204683949017266,37.95525710906932
0.04522613065326633,0.99,1.4533946254590866,0.31564097653410006,37.980908894690614
0.05025125628140704,0.99,1.6442666368164656,0.3146491516598757,37.98434125779312
0.05527638190954774,0.99,1.8351374798551947,0.31601890143700906,37.98181268428065
0.06030150753768844,0.99,2.0259916967146205,0.31891011491442584,37.978125970054904
0.06532663316582915,0.99,2.2168273165923846,0.3228492870525498,37.97448505289218
0.07035175879396985,0.99,2.407645124208092,0.32757582720305295,37.971022315170906
0.07537688442211055,0.99,2.598445668028675,0.33295533833094537,37.967578342439204
0.08040201005025126,0.99,2.789228486266649,0.3389308669416952,37.963926870818135
0.08542713567839195,0.99,2.9799919252404563,0.34549599588006225,37.95982139306816
0.09045226130653267,0.99,3.1707330275337946,0.35268064747420275,37.95498528831937
0.09547738693467336,0.99,3.3614473068434965,0.36054478235923243,37.949079959264964
0.10050251256281408,0.99,3.5521283252830194,0.369177271550296,37.941657174481556
0.10552763819095477,0.99,3.7427669693588514,0.37869886048645884,37.93208618969439
0.11055276381909548,0.99,3.933350263365734,0.389269176456454,37.91943713983471
0.11557788944723618,0.99,4.123859418570973,0.40109862241516975,37.90228416459759
0.12060301507537688,0.99,4.314266551403596,0.4144671039323068,37.8783606231498
0.12562814070351758,0.99,4.504528836571755,0.42975478393668076,37.8438298070314
0.1306532663316583,0.99,4.694578397858636,0.4474850990946138,37.79224999551291
0.135678391959799,0.99,4.884302563407117,0.4684006781538738,37.711630753528254
0.1407035175879397,0.99,5.073503816496057,0.4935927247342852,37.57892905396518
0.1457286432160804,0.99,5.261816813091036,0.5247035654590347,37.34690759221492
0.1507537688442211,0.99,5.448517795967707,0.5642961157715245,36.912577097191075
0.15577889447236182,0.99,5.632079073899898,0.616432486627708,36.04003958886236
0.16080402010050251,0.99,5.809153591108636,0.6873458557833007,34.21120865512047
0.1658291457286432,0.99,5.972853005481414,0.7849720471466495,30.570158011917147
0.1708542713567839,0.99,6.1127677973611005,0.9142262578225371,24.85369718281683
0.17587939698492464,0.99,6.221913611514971,1.0704343958745766,18.7052306377719
0.18090452261306533,0.99,6.303065477068041,1.243025662604816,13.866860833757306
0.18592964824120603,0.99,6.363876350821653,1.4238855512063489,10.560496195817967
0.19095477386934673,0.99,6.41105770958204,1.608809862965658,8.36679134809174
0.19597989949748743,0.99,6.449162684143945,1.795831536400046,6.894475520915955
0.20100502512562815,0.99,6.481125508060203,1.984007041535822,5.889247088298152
0.20603015075376885,0.99,6.508875445676822,2.1728528353455108,5.198471077317304
0.21105527638190955,0.99,6.533745030971183,2.3621009370216965,4.732133518358696
0.21608040201005024,0.99,6.5567255656434495,2.551588417613783,4.4405330690162295
0.22110552763819097,0.99,6.578629250733671,2.7412036785740006,4.302211766815852
0.22613065326633167,0.99,6.600229753430955,2.930853004499756,4.323375366759902
0.23115577889447236,0.99,6.622419288733165,3.120434706508821,4.549541470725577
0.23618090452261306,0.99,6.646517026835275,3.3097819375607638,5.120440407868047
0.24120603015075376,0.99,6.675183021516603,3.4984827484490673,6.510489127671119
0.24623115577889448,0.99,6.71747345635045,3.6844624736485194,11.833998799523002
0.25125628140703515,0.99,6.835757271714476,3.714839822824753,19.821717419445903
0.2562814070351759,0.99,6.916007179786597,3.541866746116988,14.114696914032267
0.2613065326633166,0.99,6.9842171558217245,3.363598790321757,13.27602004321443
0.2663316582914573,0.99,7.050798620389465,3.184712383717465,13.302268686505927
0.271356783919598,0.99,7.11844258913081,3.0062250601431506,13.657077120332184
0.27638190954773867,0.99,7.188338577948802,2.8286084132808824,14.183627644482609
0.2814070351758794,0.99,7.261177429462714,2.6521790766237587,14.822124461448613
0.2864321608040201,0.99,7.337448629782654,2.4772070530381636,15.547031950658788
0.2914572864321608,0.99,7.4175556066602875,2.3039585050350877,16.347741730108122
0.2964824120603015,0.99,7.5018690803851795,2.13271870268853,17.221155852323918
0.3015075376884422,0.99,7.5907571969159555,1.9638095125320527,18.169117574787624
0.3065326633165829,0.99,7.684608463177107,1.7976083436854058,19.197943079351873
0.31155778894472363,0.99,7.78385594589266,1.6345741854112872,20.319276112470202
0.3165829145728643,0.99,7.889007814108059,1.4752872699799107,21.551652542881484
0.32160804020100503,0.99,8.000686056860715,1.320510702348574,22.921984060986475
0.32663316582914576,0.99,8.119668527051157,1.1712833615443883,24.46495112280583
0.3316582914572864,0.99,8.246914677823076,1.0290490038291247,26.21614878216058
