t,k,x
0.0,2.97,1.0
0.12562814070351758,2.97,0.7922726636907024
0.25125628140703515,2.97,0.6457113417714548
0.3768844221105528,2.97,0.5416133584345059
0.5025125628140703,2.97,0.4683293942664365
0.628140703517588,2.97,0.41684102543200013
0.7537688442211056,2.97,0.3812412202892416
0.8793969849246231,2.97,0.3569623478816842
1.0050251256281406,2.97,0.34054942042158176
1.1306532663316582,2.97,0.3298359251311705
1.256281407035176,2.97,0.3231487194856983
1.3819095477386936,2.97,0.31921314074031865
1.5075376884422111,2.97,0.31733290436835493
1.6331658291457287,2.97,0.31687103475913214
1.7587939698492463,2.97,0.31745844865563083
1.8844221105527639,2.97,0.3188187110134883
2.0100502512562812,2.97,0.32080811013466787
2.135678391959799,2.97,0.3232647833346547
2.2613065326633164,2.97,0.32610705241840593
2.386934673366834,2.97,0.32926917375692605
2.512562814070352,2.97,0.33274879916263433
2.6381909547738696,2.97,0.3364666721283216
2.763819095477387,2.97,0.34046617989319644
2.8894472361809047,2.97,0.3447360615104249
3.0150753768844223,2.97,0.34924106414614237
3.14070351758794,2.97,0.3540438156023631
3.2663316582914574,2.97,0.3591557380776276
3.391959798994975,2.97,0.36455038182707866
3.5175879396984926,2.97,0.37031410916195834
3.64321608040201,2.97,0.3764808504009729
3.7688442211055277,2.97,0.38302626219525027
3.8944723618090453,2.97,0.3900726954568068
4.0201005025125625,2.97,0.39768845768573113
4.1457286432160805,2.97,0.405851104824447
4.271356783919598,2.97,0.4147444439000331
4.396984924623116,2.97,0.4245027196623201
4.522613065326633,2.97,0.43509779982434355
4.648241206030151,2.97,0.4469411907224007
4.773869346733668,2.97,0.4599837949613623
4.899497487437186,2.97,0.47481242005069696
5.025125628140704,2.97,0.491448141219142
5.150753768844221,2.97,0.5107479336473091
5.276381909547739,2.97,0.5331797236132836
5.402010050251256,2.97,0.5595459674271623
5.527638190954774,2.97,0.5917786601652172
5.653266331658291,2.97,0.6316926650117868
5.778894472361809,2.97,0.6820656421135592
5.9045226130653266,2.97,0.7503194508361806
6.030150753768845,2.97,0.843816054106015
6.155778894472362,2.97,0.9844986404413053
6.28140703517588,2.97,1.2120196268230634
6.407035175879397,2.97,1.6189933370672018
6.532663316582915,2.97,2.374269275341303
6.658291457286432,2.97,3.3546394096362
6.78391959798995,2.97,3.693711786886973
6.909547738693467,2.97,3.487451955645124
7.035175879396985,2.97,3.1620978056039464
7.160804020100502,2.97,2.837531899195417
7.28643216080402,2.97,2.5365596801098826
7.4120603015075375,2.97,2.262098283510185
7.5376884422110555,2.97,2.0128971743628115
7.663316582914573,2.97,1.7868396074156299
7.788944723618091,2.97,1.5822685541129553
7.914572864321608,2.97,1.3974148053089186
8.040201005025125,2.97,1.231591633509515
8.165829145728644,2.97,1.08358266210019
8.291457286432161,2.97,0.9535630057508738
8.417085427135678,2.97,0.8402023051215043
8.542713567839195,2.97,0.7431525234211457
8.668341708542714,2.97,0.6616736655079648
8.793969849246231,2.97,0.5942772909529126
8.919597989949748,2.97,0.5394361320566223
9.045226130653266,2.97,0.495925533323889
