s,mu,tauit,xt,tauitp
0.0,0.5,0.0,2.0,32.96831150999167
0.005025125628140704,0.5,0.16328391258040242,1.975428397726526,31.673358417429164
0.010050251256281407,0.5,0.31690484758955134,1.9140303896880975,29.458033417398138
0.01507537688442211,0.5,0.45973806393311345,1.8302947190613847,27.448360524754975
0.020100502512562814,0.5,0.59334729096705,1.732426051712666,25.779669841900404
0.02512562814070352,0.5,0.7192694875954189,1.6248144457395086,24.373458280477116
0.03015075376884422,0.5,0.8386050064274609,1.5099276856980595,23.14635783304892
0.035175879396984924,0.5,0.9520983413953832,1.3892589887114166,22.040630509828052
0.04020100502512563,0.5,1.0602616116128518,1.2637862466383734,21.020498862426532
0.04522613065326633,0.5,1.1634686678509898,1.1342035049700265,20.06571843883783
0.05025125628140704,0.5,1.2620196402233674,1.0010434868693214,19.166423308884273
0.05527638190954774,0.5,1.3561834181908516,0.8647442917000007,18.3193729704886
0.06030150753768844,0.5,1.4462237894278,0.7256854227851472,17.525790446220725
0.06532663316582915,0.5,1.5324150478540053,0.5842074570043482,16.7881009671618
0.07035175879396985,0.5,1.6150501146836067,0.4406223616852232,16.111147041366948
0.07537688442211055,0.5,1.6944456051881687,0.2952199818616194,15.499570860401361
0.08040201005025126,0.5,1.770943227313787,0.14827152770972568,14.958535677952248
0.08542713567839195,0.5,1.8449089424117004,3.179108804313006e-5,14.492896853955893
0.09045226130653267,0.5,1.9167370853320809,-0.14925602025109125,14.10871336435848
0.09547738693467336,0.5,1.9868515308958947,-0.2993568265943085,13.812017038824292
0.10050251256281408,0.5,2.055710822739311,-0.45003795977207084,13.61069236428288
0.10552763819095477,0.5,2.123819959306602,-0.6010598698625822,13.515529156310492
0.11055276381909548,0.5,2.191747890766007,-0.7521631216709909,13.541626596250499
0.11557788944723618,0.5,2.2601556638261835,-0.9030497831337769,13.710872427893486
0.12060301507537688,0.5,2.3298392266301993,-1.0533507923265948,14.056002256767979
0.12562814070351758,0.5,2.4017985757304117,-1.2025738164885036,14.626871066054566
0.1306532663316583,0.5,2.4773493346268323,-1.3500070556097585,15.501601691515079
0.135678391959799,0.5,2.5583082757314606,-1.4945320252318786,16.80556724834212
0.1407035175879397,0.5,2.647302160120981,-1.6342299892403103,18.741758619257368
0.1457286432160804,0.5,2.7482402691373022,-1.7654939835736982,21.618971728697247
0.1507537688442211,0.5,2.8666856195769315,-1.8810065429162561,25.73321265533494
0.15577889447236182,0.5,3.0080851856664075,-1.9662611322956733,30.470981124197753
0.16080402010050251,0.5,3.1690351303167725,-2.0017138791274385,32.94089355187822
0.1658291457286432,0.5,3.333023740194522,-1.9828305188629636,31.919139883444796
0.1708542713567839,0.5,3.4879771776102553,-1.9249532772363178,29.72109531184832
0.17587939698492464,0.5,3.632034451954528,-1.843361520406722,27.670791394569765
0.18090452261306533,0.5,3.766664223160396,-1.746908166160119,25.96530306445731
0.18592964824120603,0.5,3.893450566446926,-1.6403186668095546,24.533507203849414
0.19095477386934673,0.5,4.013545053699241,-1.5262267196029433,23.289538908859857
0.19597989949748743,0.5,4.127727463077108,-1.4062104798018535,22.172410705320896
0.20100502512562815,0.5,4.236531305485317,-1.2812931718209621,21.144049107491696
0.20603015075376885,0.5,4.340342096602821,-1.1521938282100952,20.182623146363905
0.21105527638190955,0.5,4.439465072836338,-1.0194592343612017,19.277202487747854
0.21608040201005024,0.5,4.534170174653987,-0.8835357606772332,18.42398545456921
0.22110552763819097,0.5,4.624719753140152,-0.7448080611655971,17.62374375115763
0.22613065326633167,0.5,4.711385218747322,-0.6036202051943619,16.878760249377045
0.23115577889447236,0.5,4.794455961483004,-0.4602868435103771,16.19375532849965
0.23618090452261306,0.5,4.874244767753701,-0.315100031965583,15.573378543715634
0.24120603015075376,0.5,4.951089571080395,-0.16833293979772584,15.02281299490559
0.24623115577889448,0.5,5.0253526444720205,-0.020242050764329885,14.546820656862344
0.25125628140703515,0.5,5.097423904858762,0.12892844278849258,14.151423242512287
0.2562814070351759,0.5,5.167722850258237,0.27894283291683375,13.842552763012497
0.2613065326633166,0.5,5.236702438520277,0.42956884786159616,13.627779009028835
0.2663316582914573,0.5,5.304860168790621,0.5805687273478506,13.517450939326151
0.271356783919598,0.5,5.372754494112971,0.7316866383058226,13.525912120481152
0.27638190954773867,0.5,5.441031743946474,0.8826322540999635,13.673943021245245
0.2814070351758794,0.5,5.5104656366423,1.0330488145509706,13.992484140334216
0.2864321608040201,0.5,5.5820224890376355,1.1824655340366506,14.528510890624206
0.2914572864321608,0.5,5.656965427310304,1.3302093771719616,15.355323997949338
0.2964824120603015,0.5,5.737027194725422,1.4752350047670737,16.590385122231503
0.3015075376884422,0.5,5.824698761518602,1.6157710828176506,18.423670643808144
0.3065326633165829,0.5,5.923681250434502,1.7485288012994677,21.150160663415956
0.31155778894472363,0.5,6.039324589767279,1.8668863938933624,25.09236083194448
0.3165829145728643,0.5,6.177421454097916,1.9574978437702655,29.869588790736945
0.32160804020100503,0.5,6.336486901673114,2.000667802579876,32.839823440791086
