s,tauit,xt,tauitp
0.0,0.0,2.0,0.0
0.001001001001001001,0.0005937898875352247,1.9999996273695928,1.1842012944673717
0.002002002002002002,0.0023658704089958237,1.9999942599054865,2.3540187170829094
0.003003003003003003,0.005301687931869501,1.9999719638751046,3.509263648841922
0.004004004004004004,0.009386581582065073,1.9999120324713835,4.650050130410584
0.005005005005005005,0.014605571349606713,1.9997915571280234,5.7747610283062505
0.006006006006006006,0.02094268711370276,1.9995687823381454,6.8831864161790195
0.007007007007007007,0.02838141490881658,1.9992121332435202,7.976537922185649
0.008008008008008008,0.03690464321255094,1.9986906283398689,9.052918559803132
0.009009009009009009,0.04649235304048995,1.9979437080494196,10.101341246578867
0.01001001001001001,0.05712288749866502,1.9969184842182057,11.128240559654298
0.011011011011011011,0.06877394147092077,1.9955733160884315,12.136248723679486
0.012012012012012012,0.08142231991981697,1.9938689556771974,13.128594643067256
0.013013013013013013,0.09504427764046564,1.9917701873814284,14.108659830593906
0.014014014014014014,0.1096117535143965,1.9892228531657663,15.021866231986856
0.015015015015015015,0.12509260287257576,1.9861650837117018,15.903127626589882
0.016016016016016016,0.14145808599068013,1.9825653238512002,16.76076178874135
0.01701701701701702,0.1586795873339805,1.9783960126174978,17.59727356265195
0.018018018018018018,0.1767285551296815,1.9736328515489407,18.413610286363916
0.01901901901901902,0.19557639884358677,1.968253446839779,19.208828482463534
0.02002002002002002,0.21519453007739117,1.9622374991765021,19.980252749756744
0.021021021021021023,0.2355543078425176,1.9555666195720482,20.723964026410794
0.022022022022022022,0.25662759571693927,1.9482253322677632,21.43557110694865
0.023023023023023025,0.27838712121586556,1.9402018793614129,22.111090670477605
0.024024024024024024,0.3008073274765134,1.9314894971991463,22.748371573580393
0.025025025025025027,0.3238648346040356,1.9220868560982631,23.34847860782409
0.026026026026026026,0.3475386300904353,1.9119977660824303,23.9175739847231
0.02702702702702703,0.37180956767776663,1.90122843041851,24.4687912591963
0.028028028028028028,0.39665740684198625,1.8897817885656079,25.024401261181655
0.02902902902902903,0.4220545564994514,1.877645213633816,25.61841349213877
0.03003003003003003,0.4479522657328434,1.864765396781754,26.300051545421816
0.031031031031031032,0.4743552944352561,1.8511999703752138,26.612579941143093
0.03203203203203203,0.5013049013573809,1.8370659088701289,27.049372180459628
0.03303303303303303,0.5286916581956355,1.8221942090359005,27.743892999642302
0.03403403403403404,0.5565009198972708,1.8066036676260397,27.939938136407754
0.035035035035035036,0.5848393085657563,1.7905170855245773,28.544248548442173
0.036036036036036036,0.613463001801698,1.7735498946145394,28.736927616490355
0.037037037037037035,0.6425637827367046,1.7560641003831663,29.509116788857515
0.03803803803803804,0.6720614271534581,1.737962645129927,29.484478157821197
0.03903903903903904,0.7019099072958932,1.7191981049728495,30.08370466507332
0.04004004004004004,0.7320146519138386,1.6996618385834432,30.20204032799491
0.04104104104104104,0.7625795005796641,1.679699785558228,30.65424374013115
0.042042042042042045,0.7932786125998492,1.6588518600875826,30.835894772801048
0.043043043043043044,0.8244323846858173,1.637625739893624,31.12409498932615
0.044044044044044044,0.8556620605064351,1.6155019413764207,31.43831597767418
0.04504504504504504,0.8872988523350468,1.5929854390047178,31.52243804055555
0.04604604604604605,0.9190129860104136,1.5696442898625707,32.02219694034642
0.04704704704704705,0.9510031280569823,1.5457859420354154,31.86769843657331
0.04804804804804805,0.9831632537070994,1.5212922729510798,32.3705278221059
0.04904904904904905,1.0153700946149526,1.496038647455095,32.181268945929745
0.05005005005005005,1.0478541192833768,1.4703472621318119,32.4102804662752
0.05105105105105105,1.0802261217426345,1.4437620733081862,32.48700504171319
0.05205205205205205,1.1128769962158582,1.4167943330484098,32.408685934842154
0.05305305305305305,1.1454008200633696,1.388982512206761,32.81042080903065
0.05405405405405406,1.1780414784570317,1.3606496279974283,32.387651749279925
0.055055055055055056,1.2106967766550463,1.3316998307539798,32.76643092403855
0.056056056056056056,1.2431607592432437,1.3019389623240238,32.36645337284905
0.057057057057057055,1.2757878601203625,1.2717825428634797,32.38433211638235
0.05805805805805806,1.3080502577186608,1.2406959836522218,32.35960021202936
0.05905905905905906,1.3404605384206245,1.2092485534483746,31.991720723701494
0.06006006006006006,1.3725248632404328,1.1769593023262281,32.37437918149347
0.06106106106106106,1.4045247276518782,1.1441474625050652,31.5937707370148
0.062062062062062065,1.4363654626116602,1.1107405941477104,31.944746721186164
0.06306306306306306,1.467792674552717,1.076536125822082,31.185475800480987
0.06406406406406406,1.4992524079229246,1.041971424199985,31.17701919812249
0.06506506506506507,1.5300768546328813,1.0064777644033591,30.750990621225114
0.06606606606606606,1.5609983419584423,0.9707275021865152,30.403809537074018
0.06706706706706707,1.5911906167997816,0.934042126977915,30.2641171136917
0.06806806806806807,1.621427213557797,0.8970992799265987,29.597206998471023
0.06906906906906907,1.6510443362459708,0.859381938570558,30.000377679971173
0.07007007007007007,1.6803375287026903,0.821162774696863,28.81099474275258
0.07107107107107107,1.7093847570653697,0.7825203933604793,28.799697961502336
0.07207207207207207,1.737721093161036,0.7431422680511046,28.304161231337844
0.07307307307307308,1.7658926133444979,0.7034543596333122,27.557196137466537
0.07407407407407407,1.7935776479904202,0.6632501305622452,27.665610875195238
0.07507507507507508,1.8206398727347224,0.6224705495295734,26.93526494142252
0.07607607607607608,1.8474515459961391,0.5813903052923779,26.220459216609687
0.07707707707707707,1.87379333477458,0.5398870661308218,26.12996559593128
0.07807807807807808,1.899453768607477,0.4978595137719489,25.599579003315796
0.07907907907907907,1.9248747064843519,0.4556052499876606,24.8394818730325
0.08008008008008008,1.9498097908462184,0.4129948442735008,24.531417415349395
0.08108108108108109,1.9741542381356394,0.36999575987876565,24.58326163874404
0.08208208208208208,1.9980568701663792,0.32671910409843224,23.56744887376954
0.08308308308308308,2.021629846571701,0.2832456189197332,23.04074460962821
0.08408408408408409,2.044694202758499,0.23950038384038835,22.832594518143523
0.08508508508508508,2.067204516481054,0.19548501795700243,22.585166341179775
0.08608608608608609,2.089359312382679,0.1513237778165579,21.78037695738415
0.08708708708708708,2.1111648357533306,0.1070372754787394,21.351025024048173
0.08808808808808809,2.132476878637197,0.06257565619734164,21.33927042615089
0.0890890890890891,2.1533109400022554,0.01796872036212017,20.646451306275008
0.09009009009009009,2.173903226105324,-0.02665470696794057,20.14358828170562
0.09109109109109109,2.1940567674427944,-0.07136690198922585,20.112797424948603
0.0920920920920921,2.2137596077515793,-0.1161526070705219,19.594902013965577
0.09309309309309309,2.2332128042016057,-0.16090527483750755,19.0883265635139
0.0940940940940941,2.252336222036186,-0.2056433187840265,18.880969940469907
0.09509509509509509,2.271027488364518,-0.2503908285946716,18.714669086665097
0.0960960960960961,2.2894796225455853,-0.29504986429653035,18.162098220975505
0.0970970970970971,2.3076676073844697,-0.3396147045921503,17.93912770895807
0.0980980980980981,2.32550262767316,-0.3841038974310756,17.87040763483807
0.0990990990990991,2.3430660449974052,-0.42846822005380264,17.414547781140076
0.1001001001001001,2.3604292815728334,-0.4726633771829541,17.118380112507875
0.1011011011011011,2.3775348554863855,-0.516696470383722,16.99203742528863
0.1021021021021021,2.394365702841599,-0.5605565896244017,16.766843156131284
0.1031031031031031,2.411034433321865,-0.6041854640055874,16.479659199896865
0.1041041041041041,2.427501692176226,-0.6475822804927568,16.34725126138364
0.10510510510510511,2.4437459622360307,-0.6907396437280335,16.185497236017206
0.1061061061061061,2.4598524767950725,-0.733610145406483,15.969610910830047
0.10710710710710711,2.4757941296971344,-0.7761887122964447,15.856309230940964
0.10810810810810811,2.4915778888274716,-0.8184564831359139,15.704751476097341
0.1091091091091091,2.5072458252126584,-0.8603834751418378,15.58612268616231
0.11011011011011011,2.522781015547812,-0.901959996650632,15.474098557463693
0.1111111111111111,2.538231283205383,-0.9431528267630725,15.368747977040034
0.11211211211211211,2.5535696130294054,-0.9839564294226775,15.32468765932522
0.11311311311311312,2.568834327087485,-1.0243412682242057,15.148460229529752
