t,mu,x
0.0,9.5,2.0
0.25125628140703515,9.5,1.984759351404773
0.5025125628140703,9.5,1.9668024358288645
0.7537688442211056,9.5,1.9485671793363395
1.0050251256281406,9.5,1.9300352035579171
1.256281407035176,9.5,1.9111937384580784
1.5075376884422111,9.5,1.8920242195799766
1.7587939698492463,9.5,1.8725073472481306
2.0100502512562812,9.5,1.8526218186872856
2.2613065326633164,9.5,1.8323440235210107
2.512562814070352,9.5,1.81164767594625
2.763819095477387,9.5,1.790503367697646
3.0150753768844223,9.5,1.7688786095986364
3.2663316582914574,9.5,1.7467458726036793
3.5175879396984926,9.5,1.7240474965386154
3.7688442211055277,9.5,1.7007415517718194
4.0201005025125625,9.5,1.676787165239045
4.271356783919598,9.5,1.6520934349377256
4.522613065326633,9.5,1.6266141847075792
4.773869346733668,9.5,1.6002432094073265
5.025125628140704,9.5,1.5728759045578142
5.276381909547739,9.5,1.5443841846907653
5.527638190954774,9.5,1.51460805945269
5.778894472361809,9.5,1.483353300321053
6.030150753768845,9.5,1.4503554006317982
6.28140703517588,9.5,1.4152729274970413
6.532663316582915,9.5,1.3776567183569752
6.78391959798995,9.5,1.336829552970626
7.035175879396985,9.5,1.291807379052511
7.28643216080402,9.5,1.2410639290117311
7.5376884422110555,9.5,1.1818883680439645
7.788944723618091,9.5,1.109003397795748
8.040201005025125,9.5,1.0099363601509959
8.291457286432161,9.5,0.8445812881476239
8.542713567839195,9.5,0.37834054440915227
8.793969849246231,9.5,-1.8539036962179745
9.045226130653266,9.5,-2.010135797747993
9.296482412060302,9.5,-1.9926884488146213
9.547738693467336,9.5,-1.9748492111758946
9.798994974874372,9.5,-1.956743504365818
10.050251256281408,9.5,-1.9383463439371011
10.301507537688442,9.5,-1.9196443930031954
10.552763819095478,9.5,-1.900621773565972
10.804020100502512,9.5,-1.8812599740036449
11.055276381909549,9.5,-1.8615392978964906
11.306532663316583,9.5,-1.8414379727449945
11.557788944723619,9.5,-1.8209312434392562
11.809045226130653,9.5,-1.7999915198089635
12.06030150753769,9.5,-1.7785879007674203
12.311557788944723,9.5,-1.7566856363216454
12.56281407035176,9.5,-1.7342471223412086
12.814070351758794,9.5,-1.7112260664177865
13.06532663316583,9.5,-1.6875613324462515
13.316582914572864,9.5,-1.6632122688390614
13.5678391959799,9.5,-1.6380859977361588
13.819095477386934,9.5,-1.6121255923927782
14.07035175879397,9.5,-1.5852159198565343
14.321608040201005,9.5,-1.5572423354873008
14.57286432160804,9.5,-1.5280643087742927
14.824120603015075,9.5,-1.4975006184200177
15.075376884422111,9.5,-1.465321232444584
15.326633165829145,9.5,-1.4312192467306744
15.577889447236181,9.5,-1.3947873946809013
15.829145728643216,9.5,-1.355494609339935
16.08040201005025,9.5,-1.3124914619230144
16.331658291457288,9.5,-1.2645560675368037
16.582914572864322,9.5,-1.2096094232262948
16.834170854271356,9.5,-1.1437566200337292
17.08542713567839,9.5,-1.0587944468939121
17.33668341708543,9.5,-0.9319710371953424
17.587939698492463,9.5,-0.6676176959029759
17.839195979899497,9.5,0.6691973810672533
18.09045226130653,9.5,2.014732490909473
18.34170854271357,9.5,2.0005599101005185
18.592964824120603,9.5,1.9828403703980277
18.844221105527637,9.5,1.9648589311224864
19.09547738693467,9.5,1.9465920428226449
19.34673366834171,9.5,1.9280284741086546
19.597989949748744,9.5,1.9091497931889698
19.849246231155778,9.5,1.8899395564557948
20.100502512562816,9.5,1.8703827619540787
20.35175879396985,9.5,1.8504572687353769
20.603015075376884,9.5,1.830138234240141
20.85427135678392,9.5,1.8093977889406974
21.105527638190956,9.5,1.7882044112177395
21.35678391959799,9.5,1.7665293843135226
21.608040201005025,9.5,1.7443315603996357
21.85929648241206,9.5,1.7215698290251886
22.110552763819097,9.5,1.698200638444449
22.36180904522613,9.5,1.6741664389828341
22.613065326633166,9.5,1.6493974127733182
22.8643216080402,9.5,1.6238184652711796
23.115577889447238,9.5,1.597344737925201
23.366834170854272,9.5,1.5698647540298825
23.618090452261306,9.5,1.5412432645644571
23.86934673366834,9.5,1.5113296310246322
24.12060301507538,9.5,1.4798933223402164
24.371859296482413,9.5,1.4466859846466233
24.623115577889447,9.5,1.41136859831704
24.87437185929648,9.5,1.3734244181320554
25.12562814070352,9.5,1.3321988900982236
25.376884422110553,9.5,1.286676107518181
25.628140703517587,9.5,1.2351761427048866
25.87939698492462,9.5,1.1748501545344612
26.13065326633166,9.5,1.09995064147741
26.381909547738694,9.5,0.9966001899014352
26.633165829145728,9.5,0.8180993441350204
26.884422110552762,9.5,0.2631328049093744
27.1356783919598,9.5,-1.9423617012323424
27.386934673366834,9.5,-2.0083275417962323
27.63819095477387,9.5,-1.9907834530970157
27.889447236180903,9.5,-1.9729163698495669
28.14070351758794,9.5,-1.9547801637113746
28.391959798994975,9.5,-1.936350381207797
28.64321608040201,9.5,-1.9176140184551798
