N,e_x
27.0,0.6106642888483825
28.0,0.6095246482780798
29.0,0.6105749976138325
30.0,0.6583982332945248
31.0,0.6621009043071674
32.0,0.5420365206916896
33.0,0.5513438478011045
34.0,0.5128601484891242
35.0,0.5058916383523182
36.0,0.4629059423390022
37.0,0.464463045757548
38.0,0.45589492962420924
39.0,0.45397220162218777
40.0,0.45643487998204985
41.0,0.4596994995055756
42.0,0.4576464175747456
43.0,0.457741283225736
44.0,0.45519150078886234
45.0,0.45491365657904753
46.0,0.4554968030652621
47.0,0.4543338485836537
48.0,0.45406613589639455
49.0,0.45430489263764834
50.0,0.45397450731893363
51.0,0.4547690016643867
52.0,0.4544572126287612
53.0,0.45288098190651654
54.0,0.45333296048672284
55.0,0.4533966024896522
56.0,0.5421053914417795
57.0,0.5437321237745828
58.0,0.5393169958952843
59.0,0.540865735823268
60.0,0.5406358103434493
61.0,0.5415510965282972
62.0,0.5423067598928589
63.0,0.5432470318269672
64.0,0.544668462367385
65.0,0.49035056719114556
66.0,0.4905854096448464
67.0,0.49076262281606076
68.0,0.49162883343547253
69.0,0.5184094277034408
70.0,0.518327079243367
71.0,0.5185737278586746
72.0,0.5188434191049347
73.0,0.5193632960627619
74.0,0.5197989499234458
75.0,0.5202905315512071
76.0,0.5206532019910955
77.0,0.5207426794569743
78.0,0.5205739885921494
79.0,0.5206935556224633
80.0,0.521012289155
81.0,0.5205747550884335
82.0,0.5208592676954871
83.0,0.521304549531571
84.0,0.5216436805810711
85.0,0.5212284552578402
86.0,0.5215227191996359
87.0,0.5008924619399114
88.0,0.45158923127731915
89.0,0.45174484417906635
90.0,0.45461921390480403
91.0,0.45389783072514955
92.0,0.4539617447040478
93.0,0.3978287786054475
94.0,0.39794206056028486
95.0,0.39785984439124455
96.0,0.3979969120647021
97.0,0.3980002094268698
98.0,0.39811848275172973
99.0,0.3982549882717489
100.0,0.3983051412634448
101.0,0.39823809003519745
102.0,0.3982588585527964
103.0,0.42142984817178514
104.0,0.4215478782074752
105.0,0.41598543386664544
106.0,0.41610153663695243
107.0,0.4162052881032211
108.0,0.4162852685499785
109.0,0.38265061090688374
110.0,0.38449225534994635
111.0,0.3845438538970921
112.0,0.3845912092864361
113.0,0.38460868663634096
114.0,0.3833676236594224
115.0,0.3833758688370206
116.0,0.3834154597735881
117.0,0.3834464958615132
118.0,0.38349100677834597
119.0,0.3833227557073807
120.0,0.3833192804842391
121.0,0.38206015563332835
122.0,0.3740404060454544
123.0,0.37408361209581503
124.0,0.37412108828185964
125.0,0.37417777055113083
126.0,0.37415696664991877
127.0,0.3741951654867579
128.0,0.3742361907124923
129.0,0.37427525321916305
130.0,0.3743120322407108
131.0,0.37301881279914284
132.0,0.3730604072649797
133.0,0.35780046635225937
134.0,0.3565656151641987
135.0,0.356594934728535
136.0,0.35647119676227484
137.0,0.3554512848166237
138.0,0.35546958720933214
139.0,0.35519879636739965
140.0,0.30261918290847845
141.0,0.30260063678875493
142.0,0.3026064701054496
143.0,0.30219015236722624
144.0,0.30234543212855547
145.0,0.3023467168791806
146.0,0.30234940813040806
147.0,0.30206551560794254
148.0,0.3020709543848773
149.0,0.30207799175812683
150.0,0.30207982348422413
151.0,0.30208747027152394
152.0,0.30209435491440295
153.0,0.30210116025916306
154.0,0.30192546464392994
155.0,0.301932378973153
156.0,0.3019398130433625
157.0,0.3019463995853003
158.0,0.3019526138113222
159.0,0.3019575909916231
160.0,0.30196389558712355
161.0,0.30195901730216057
162.0,0.30196321573501184
163.0,0.29209334282240595
164.0,0.29206680580196737
165.0,0.2916117457763035
166.0,0.29155155566770635
167.0,0.26935412604126996
168.0,0.2693334167221383
169.0,0.26932764760417716
170.0,0.2693300009077265
171.0,0.26932472045719646
172.0,0.2693901511366361
173.0,0.26939139371531257
174.0,0.26939124913835505
175.0,0.2691354383500574
176.0,0.2691338867373542
177.0,0.26913598662967153
178.0,0.26906174662776805
179.0,0.268603458937856
180.0,0.2685938958406051
181.0,0.26859558153886576
182.0,0.27018081937899685
183.0,0.2701811323720808
184.0,0.2701735717669104
185.0,0.2701756026500276
186.0,0.2701767685432363
187.0,0.27017866319235856
188.0,0.27018052446561297
189.0,0.27018217650157894
190.0,0.2701660882710755
191.0,0.2701675519173943
192.0,0.27010259328248454
193.0,0.2701031966104088
194.0,0.27010554164216344
195.0,0.2722942650649918
196.0,0.27229436161665077
197.0,0.2732479157785143
198.0,0.273249707821238
199.0,0.2732560375170122
200.0,0.2732495375590012
201.0,0.26801901631589675
202.0,0.2680160749791781
203.0,0.268017648648665
204.0,0.268013964441518
205.0,0.26954620001269064
206.0,0.2695404729391246
207.0,0.2695423833595146
208.0,0.2695434351670702
209.0,0.2703399910227306
210.0,0.270341640399368
211.0,0.27033547887715886
212.0,0.27033213805597084
213.0,0.27031728206508343
214.0,0.27031888037911633
215.0,0.2703200451066601
216.0,0.27032148040749493
217.0,0.27032314784800276
218.0,0.2703246545162288
219.0,0.27032588297077303
220.0,0.2703273715996532
221.0,0.27032897211631535
222.0,0.2703279641983859
223.0,0.27012783812667757
224.0,0.265908204847486
225.0,0.26590982022940785
226.0,0.26585727925153063
227.0,0.2658583697917167
228.0,0.265858710528492
229.0,0.2658723555149114
230.0,0.26587067371836687
231.0,0.2658716305350887
232.0,0.2658730811550887
233.0,0.26559583295784506
234.0,0.265593564021105
235.0,0.2721700578147675
236.0,0.27217154247400777
237.0,0.2721729799911394
238.0,0.27215672527421253
239.0,0.27215754623280436
240.0,0.26929562981571403
241.0,0.269294389130276
242.0,0.270849200986706
243.0,0.2708504824695384
